20151101
18         CHER                          
LIEU-DIT   CHATEAU DU BOIS            
LIEU-DIT   LA CHAUME                  
LIEU-DIT   LA CHAUME AU LOUP          
LIEU-DIT   LA CHAUMETTE               
LIEU-DIT   CHETIF VIN                 
LIEU-DIT   LES CHETIFS PRES           
LIEU-DIT   CHOLLET                    
LIEU-DIT   LA COQUE                   
LIEU-DIT   LES COQUELOURDES           
LIEU-DIT   LES CORNICHONS             
LIEU-DIT   LA COUR                    
LIEU-DIT   LE COURDANSON              
LIEU-DIT   CRAON                      
LIEU-DIT   CREVOLLE                   
LIEU-DIT   LES CRODINS                
LIEU-DIT   CROIX DE CHARPAIGNE        
LIEU-DIT   LA CROULOTTE               
LIEU-DIT   LE CUL DE SAC              
LIEU-DIT   LA DERNETTE                
LIEU-DIT   LA DESARMEE                
LIEU-DIT   DOMAINE DE FRANCLIEU       
LIEU-DIT   DOMAINE DE GABI            
LIEU-DIT   DOMAINE DE JOJO            
LIEU-DIT   LE DOMAINE NEUF            
LIEU-DIT   DOMAINE RANVIER            
LIEU-DIT   L ECARLATTE                
LIEU-DIT   LES EPINETTES              
LIEU-DIT   L EPINIERE                 
LIEU-DIT   ETANG D ALLOUY             
LIEU-DIT   ETANG DE CRAON             
LIEU-DIT   ETANG DE GRENOUILLON       
LIEU-DIT   ETANG DU GRAND NUISEMENT   
LIEU-DIT   FONTAINE BERQUET           
LIEU-DIT   FONTAINE SALMON            
LIEU-DIT   LE FOUR A CHAUX            
LIEU-DIT   LES GALETAS                
LIEU-DIT   LA GARENNE                 
LIEU-DIT   LES GOUILLATS              
LIEU-DIT   LE GRAND CHAMP             
LIEU-DIT   LE GRAND CHARPAIGNE        
LIEU-DIT   LE GRAND CREUZAS           
LIEU-DIT   LE GRAND NUISEMENT         
LIEU-DIT   GRAND PATUREAU             
LIEU-DIT   GRAND PETIT CHAMP          
LIEU-DIT   LE GRAND PRE               
LIEU-DIT   LA GRANDE CHAUME           
LIEU-DIT   LA GRANDE OUCHE            
LIEU-DIT   LA GRANDE PIECE            
LIEU-DIT   LES GRANDES BOUCHURES      
LIEU-DIT   LES GRANDES BOULOISES      
LIEU-DIT   LES GRANDES NOUES          
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   LES HAMEAUX                
LIEU-DIT   LES LITORDS                
LIEU-DIT   LES LOGES                  
LIEU-DIT   LES LOGES D EN HAUT        
LIEU-DIT   LES LONGUES RAIES          
LIEU-DIT   LONGUES RAIES              
LIEU-DIT   LES MAGUISES               
LIEU-DIT   LE MONTAUROY               
LIEU-DIT   LES MONTRE MAIN            
LIEU-DIT   L ORME A BASSIE            
LIEU-DIT   LES ORMEAUX                
LIEU-DIT   L OUCHE A GRELET           
LIEU-DIT   LE PARC                    
LIEU-DIT   PATUREAU D EN BAS          
LIEU-DIT   LE PAUTRY                  
LIEU-DIT   LES PENNETIERES            
LIEU-DIT   LE PERRIER                 
LIEU-DIT   LE PETIT CHAMP             
LIEU-DIT   LE PETIT CHARPAIGNE        
LIEU-DIT   LE PETIT CREUZAS           
LIEU-DIT   LA PETITE BOULOISE         
LIEU-DIT   LES PETITES NOUES          
LIEU-DIT   LES PETITS CHAMPS          
LIEU-DIT   PETITS CHAMPS D ALLOUY     
LIEU-DIT   LES PETITS PRES            
LIEU-DIT   LES PLAYES                 
LIEU-DIT   LE PLESSIS                 
LIEU-DIT   LA POINTE                  
LIEU-DIT   POIREUX                    
LIEU-DIT   LE PORTAIL                 
LIEU-DIT   PRAIRIE DES BRAS           
LIEU-DIT   PRE AU PRAT                
LIEU-DIT   PRE BATAILLE               
LIEU-DIT   PRE BLANC                  
LIEU-DIT   PRE CROTTE                 
LIEU-DIT   PRE DE BOUCHETIN           
LIEU-DIT   PRE DE DEVANT              
LIEU-DIT   LE PRE DE L ECHARDON       
LIEU-DIT   PRE DE LA FONTAINE         
LIEU-DIT   PRE DE LA GRANGE           
LIEU-DIT   PRE DE LA MAISON           
LIEU-DIT   PRE DE LA RESERVE          
LIEU-DIT   PRE DE LA RIVIERE          
LIEU-DIT   PRE DE POIREUX             
LIEU-DIT   PRE DES BOEUFS             
LIEU-DIT   PRE DES PEUPLIERS          
LIEU-DIT   PRE DU CURE                
LIEU-DIT   PRE DU PUITS               
LIEU-DIT   PRE FRANCILLON             
LIEU-DIT   PRE HENRY                  
LIEU-DIT   LE PRE MERLIN              
LIEU-DIT   PRE MEUNIER                
LIEU-DIT   LE PRE ROMAIN              
LIEU-DIT   LA PREE                    
LIEU-DIT   LA PREE D ARGENTIN         
LIEU-DIT   LA PREE DE CHOLLET         
LIEU-DIT   PREFONDS                   
LIEU-DIT   PRES BOULET                
LIEU-DIT   PRES DE L ETANG            
LIEU-DIT   PRES DE LA POINTE          
LIEU-DIT   PRES DE TERRIEUX           
LIEU-DIT   PRES DES MARAIS            
LIEU-DIT   PRES DU MOULIN             
LIEU-DIT   PRUNE                      
LIEU-DIT   LA QUEUE DU BOIS           
LIEU-DIT   LES RABIERES               
LIEU-DIT   LA RADISSE                 
LIEU-DIT   LA RAGOTTE                 
LIEU-DIT   LA RAMINERIE               
LIEU-DIT   RATIER DE CHOLLET          
LIEU-DIT   LES RIDONNES               
LIEU-DIT   LES RIGOLETTES             
LIEU-DIT   LES ROBLETTES              
LIEU-DIT   LES ROCS                   
LIEU-DIT   LA ROINGIERES              
LIEU-DIT   LA RUESSE                  
LIEU-DIT   LA RUESSE A JEAN JACQUES   
LIEU-DIT   RUESSE DES GENIEVRES       
LIEU-DIT   RUESSE DES SABOTIERS       
LIEU-DIT   SALIGNY LE MORT            
LIEU-DIT   LE SUGY                    
LIEU-DIT   TAILLE A BERNIS            
LIEU-DIT   TERRE DU FOSSE DE JOJO     
LIEU-DIT   TERRES DE JOJO             
LIEU-DIT   LES TUREAUX                
LIEU-DIT   LA VALLEE                  
LIEU-DIT   LA VALLEE MEUNIER          
LIEU-DIT   LES VALLEES                
LIEU-DIT   LA VIGNE                   
RUE        DE L ABREUVOIR             
ROUTE      DE BAUGY                   
RUE        DE LA BLOTTE               
RUELLE     DE LA BLOTTE               
ROUTE      DE BOURGES                 
RUE        DE LA BOUCHERIE            
RUE        DU CHAMP DE FOIRE          
RUE        DU CHAPELET                
RUE        CREUSE                     
RUE        DE LA COUR                 
RUE        DU COUVENT                 
ROUTE      DE CORNUSSE                
RUE        DE LA CROULOTTE            
PLACE      DE L EGLISE                
RUE        DE L EGLISE                
RUE        DE L EQUERRE               
ROUTE      DE FLAVIGNY                
RUE        DE LA FONTAINE ST PIERRE   
RUELLE     DE LA FONTAINE ST PIERRE   
AVENUE     DE LA GARE                 
PLACE      DE LA GARE                 
GR         GRANDE RUE                 
RUE        HENRI GUERUT               
CHEMIN     DES LITORDS                
ROUTE      DES LOGES                  
PLACE      DE LA MAIRIE               
RUE        DE LA MAIRIE               
RUE        DE LA MEUNIERE             
ROUTE      DE NEVERS                  
RUE        DES OUCHES                 
RUE        DU PASS A NIVEAU           
RUE        DU PONT GODARD             
ROUTE      DE PREFOND                 
RUE        DE  PREFONDS               
RUE        DU PRESBYTERE              
PLACE      PUBLIQUE                   
ROUTE      DE RAYMOND                 
ROUTE      DE SALIGNY LE VIF          
RUE        DU TUREAU                  
ROUTE      DES LOGES D EN BAS         
ROUTE      DES LOGES D EN HAUT        
RUE        DU CHAMOINE VOLTON         
           commune :     BERRY-BOUY                     departement : CHER                          
RESIDENCE  BEAUSEJOUR                 
LOT        DES MARRONNIERS            
LIEU-DIT   AISANCES DE BERRY          
LIEU-DIT   L ARCENO                   
LIEU-DIT   L ARDILLEZ                 
LIEU-DIT   L AUBRE                    
LIEU-DIT   LES BARRONNETTES           
LIEU-DIT   LA BASSE GOUTTE            
LIEU-DIT   LA BEAUSSERIE              
LIEU-DIT   LE BEUGNON                 
LIEU-DIT   BIFON                      
LIEU-DIT   BOIS BARRATON              
LIEU-DIT   BOIS CORDIER               
LIEU-DIT   BOIS DE DAME               
LIEU-DIT   BOIS DE FONTILLET          
LIEU-DIT   BOIS DE LA CASTINE         
LIEU-DIT   BOIS DE LA CORNE           
LIEU-DIT   BOIS DE LA VIEILLEMORTE    
LIEU-DIT   LE BOIS DE LA VIGNE        
LIEU-DIT   BOIS DE ROULON             
LIEU-DIT   BOIS DES CLOUS             
LIEU-DIT   BOIS GAILLARD              
LIEU-DIT   LES BOUCHARDERIES          
LIEU-DIT   LES BOUCHARDERIES PATURES  
LIEU-DIT   LES BOUCHARDERIES TERRES   
LIEU-DIT   LES BOUCHARDS              
LIEU-DIT   LE BOURG                   
LIEU-DIT   BOURG D EN HAUT            
LIEU-DIT   BOURG DE BERRY             
LIEU-DIT   LE BUISSON A DAVID         
LIEU-DIT   LE BUISSON A DEROUET       
LIEU-DIT   BUISSON COLAUGNE           
LIEU-DIT   BUISSON COLLIN             
LIEU-DIT   BUISSON DE DEROUET         
LIEU-DIT   LES BUISSONS BRULES        
LIEU-DIT   LA CAVE                    
LIEU-DIT   CHAMP DE L ORME            
LIEU-DIT   CHAMP DE LA BOUTEILLE      
LIEU-DIT   CHAMP DE LA CROIX          
LIEU-DIT   CHAMP DE LA LANDE          
LIEU-DIT   CHAMP DE LANOY             
LIEU-DIT   LE CHAMP DES VIGNES        
LIEU-DIT   CHAMP DU COLOMBIER         
LIEU-DIT   CHAMP DU FOSSE             
LIEU-DIT   CHAMP DU GUE ET BABIOU     
LIEU-DIT   CHAMP DU NOIR              
LIEU-DIT   CHAMP MORIN                
LIEU-DIT   CHAMPS DE BOURG            
LIEU-DIT   LES CHAMPS DE DEVANT       
LIEU-DIT   CHAMPS DE L ETANG          
LIEU-DIT   CHAMPS DE L ORME           
LIEU-DIT   CHAMPS DE LA CAVE          
LIEU-DIT   CHAMPS DE LA CONTALE       
LIEU-DIT   CHAMPS DE LA GRANDE PIECE  
LIEU-DIT   CHAMPS DE LA MAISON        
LIEU-DIT   CHPS DE LA PIERRE ET DU PI 
LIEU-DIT   CHAMPS DE LA POINTE        
LIEU-DIT   CHAMPS DES ECRITS          
LIEU-DIT   CHAMPS DES PETITS BOIS     
LIEU-DIT   CHAMPS DES VIGNES          
LIEU-DIT   LES CHAMPS DU FOUR         
LIEU-DIT   CHAMPS DU PETIT SABLE      
LIEU-DIT   CHAMPS MORIN               
LIEU-DIT   LES CHAMPS SECHES          
LIEU-DIT   CHANTELAT                  
LIEU-DIT   LES CHARLOTTERIES          
LIEU-DIT   LE CHATEAU                 
LIEU-DIT   CHATEAU GRIGNAULT          
LIEU-DIT   CHATEAU VERT               
LIEU-DIT   CHAUME D URTEBISE          
LIEU-DIT   CHAUMETTE                  
LIEU-DIT   LA CHAUSSEE                
LIEU-DIT   LES CHERAUX                
LIEU-DIT   LE CHETIF BOIS             
LIEU-DIT   LES CINQ FONTAINES         
LIEU-DIT   LES CINQ FONTAINES TERRES  
LIEU-DIT   LES CLOUX                  
LIEU-DIT   COLAS                      
LIEU-DIT   LA COLONIE                 
LIEU-DIT   LES COMMUNAUX              
LIEU-DIT   LES CONDERIOTS             
LIEU-DIT   LA CONTALE                 
LIEU-DIT   LES COUDERIOTS             
LIEU-DIT   LE COURPOY                 
LIEU-DIT   LA CROIX                   
LIEU-DIT   LES CROTALONS              
LIEU-DIT   ETANG DE BIFON             
LIEU-DIT   FACADE DU PETIT JEAN       
LIEU-DIT   LES FOAGES                 
LIEU-DIT   FONTILLET                  
LIEU-DIT   LE FOSSE BLANC             
LIEU-DIT   FOSSE DU ROSSIGNOL         
LIEU-DIT   LA FOUGERONNE              
LIEU-DIT   LA FOURCHE                 
LIEU-DIT   LES GANDERENNES            
LIEU-DIT   GARENNE DE BERRY           
LIEU-DIT   LES GARENNES               
LIEU-DIT   LES GAUDERENNES            
LIEU-DIT   GRAIRE                     
LIEU-DIT   GRAND BOIS DE COURPOY      
LIEU-DIT   LE GRAND CHAMP             
LIEU-DIT   LE GRAND CHAMP DU BOIS COR 
LIEU-DIT   LE GRAND LAUNAY            
LIEU-DIT   LE GRAND SABLE DE BIFON    
LIEU-DIT   LA GRANDE LANDE            
LIEU-DIT   LA GRANDE LOURDE           
LIEU-DIT   LA GRANDE PIECE            
LIEU-DIT   LA GRANDE PIECE DE SOLAS   
LIEU-DIT   LA GRANDE VEURE            
LIEU-DIT   LA GRANDE VEVRE            
LIEU-DIT   LES GRANDES BRUILLERES     
LIEU-DIT   LES GRANDES PIECES         
LIEU-DIT   LES GDES PIECES DE LA MAIS 
LIEU-DIT   LES GRANDES ROUZOLES       
LIEU-DIT   LES GRANDS BOUCHERS        
LIEU-DIT   LES GRANDS CHAMPS DE MAZIE 
LIEU-DIT   GUE DE MAZEROLE            
LIEU-DIT   GUE SAINT MARTIN           
LIEU-DIT   LES GUIGNETTES             
LIEU-DIT   LES HATES                  
LIEU-DIT   L ERMITAGE                 
LIEU-DIT   L ILON PRE                 
LIEU-DIT   INCAY                      
LIEU-DIT   LES JEANNODERIES           
LIEU-DIT   LES LANDES                 
LIEU-DIT   LANGEVOT                   
LIEU-DIT   LA LOGE                    
LIEU-DIT   LES MALUETTES              
LIEU-DIT   LES MARDERELLES            
LIEU-DIT   LES MARGOTINS              
LIEU-DIT   LES MARINS                 
LIEU-DIT   MAUPOUX                    
LIEU-DIT   MAUREPAS                   
LIEU-DIT   MAZIERE                    
LIEU-DIT   LA MINEE                   
LIEU-DIT   MONTIFOU                   
LIEU-DIT   LA MOTTE                   
LIEU-DIT   LE MOULIN DE BERRY         
LIEU-DIT   MOURON                     
LIEU-DIT   LA NOELE DES JONCS         
LIEU-DIT   PACAGE PETIT JEAN          
LIEU-DIT   LES PACAGES D EN BAS       
LIEU-DIT   PACAGE DE LA RUE FERREE    
LIEU-DIT   PACAGE DU BUISSON          
LIEU-DIT   LE PERCHOIR                
LIEU-DIT   LE PERTU                   
LIEU-DIT   LE PETIT LAUNAY            
LIEU-DIT   LA PETITE VEVRE            
LIEU-DIT   LES PETITES ROUZOLES       
LIEU-DIT   LES PETITS BOUCHERS        
LIEU-DIT   LES PETITS CHAMPS          
LIEU-DIT   LES PETITS CHAMPS PATURES  
LIEU-DIT   LES PETITS PRES            
LIEU-DIT   LES PLACES PATURES         
LIEU-DIT   LA POINTE                  
LIEU-DIT   PONT DE COUET              
LIEU-DIT   PRAIRIE DU CHENE           
LIEU-DIT   PRE DE DERRIERE            
LIEU-DIT   PRE DE L ICON JAUNE        
LIEU-DIT   PRE DE LA VIGNE            
LIEU-DIT   PRE ET CHEMIN DU GUETON    
LIEU-DIT   PRES BEUILLANT             
LIEU-DIT   PRE DE L EGUILLON          
LIEU-DIT   PRES DE L ERABLE           
LIEU-DIT   PRES DE LA METAIRIE        
LIEU-DIT   PRE DE LA MOTTE            
LIEU-DIT   PRES DE LAGLEURE           
LIEU-DIT   PRES DE ROULON             
LIEU-DIT   PRES DES CEVEAUX           
LIEU-DIT   PRES DES GDS SERJOUX       
LIEU-DIT   LES PRES DES GUES          
LIEU-DIT   PRES DU BOURG              
LIEU-DIT   PRES DU FORCERON           
LIEU-DIT   PRES DU RATEAU             
LIEU-DIT   PRE DU SATTNAT             
LIEU-DIT   PRES SAINT MARTIN          
LIEU-DIT   PRESLE                     
LIEU-DIT   LE PRESSOIR                
LIEU-DIT   LES RAGOTIS                
LIEU-DIT   ROUCHERIOU                 
LIEU-DIT   ROULON                     
LIEU-DIT   LA SAUDERIE                
LIEU-DIT   LES SERJOUX                
LIEU-DIT   SOLAS                      
LIEU-DIT   TAILLES DES BOUCHARDES     
LIEU-DIT   LES TAILLES FEUILLEES      
LIEU-DIT   TERRE DE L HERSE           
LIEU-DIT   TERRE DE L OUCHETTE        
LIEU-DIT   LA TERRE DE LA COUTURE     
LIEU-DIT   TERRE DE LA VIGNE          
LIEU-DIT   TERRE DES BOUCHARDS        
LIEU-DIT   TERRE DES CHAMETTES        
LIEU-DIT   TERRE DES OREILLONS        
LIEU-DIT   TERRE DU GROS BUISSON      
LIEU-DIT   TERRES BOULIGNES ET DE COU 
LIEU-DIT   TERRES DU BUISSON ROND     
LIEU-DIT   LES TERRES ROUGES          
LIEU-DIT   LES TRIPENTES              
LIEU-DIT   LE TRONC                   
LIEU-DIT   LE TUREAU CHAUMONT         
LIEU-DIT   LES TUREAUX                
LIEU-DIT   VALEAU                     
LIEU-DIT   LES VALLEES DEROUET        
LIEU-DIT   LA VARENNE                 
LIEU-DIT   LES VERTES BAILLY          
LIEU-DIT   LA VIEILLEMORTE            
LIEU-DIT   VIGNES DE BOUY             
LIEU-DIT   VIGNES DE L AUBRAY         
LIEU-DIT   VIGNES DE LA CRAPAUDERIE   
LIEU-DIT   LA VIGNE DE LA MOTTE       
LIEU-DIT   VIGNES DES CHAUMES         
LIEU-DIT   VIGNES DU PERCHOIR         
LIEU-DIT   VIGNES DU PETIT L AUBRAY   
LIEU-DIT   LES VILLIERES              
LIEU-DIT   BOUY                       
LIEU-DIT   CHPS DE BOUY               
LIEU-DIT   LA GDE VEVE                
LIEU-DIT   LA MOTTE EST               
LIEU-DIT   LA PTE VEVE                
LIEU-DIT   PRESLE NORD                
LIEU-DIT   VIGNES DU PETIT            
CHEMIN     DES AISANCES               
ROUTE      DE BOURGES                 
RUE        DE LA CHAUSSEE             
PLACE      DE L EGLISE                
IMPASSE    DES ECOLIERS               
ROUTE      DE FONTILLET               
ALLEE      DE LA FORET                
ROUTE      DE GRAIRE                  
RUE        DES LANDES                 
ROUTE      DE MARMAGNE                
ALLEE      DES MARRONNIERS            
PLACE      DES MARRONNIERS            
ROUTE      DE MEHUN                   
RUE        DE LA PLAINE               
RUE        DU MOULIN                  
IMPASSE    DU MOULIN                  
ROUTE      DE LA MOTTE                
ALLEE      DE LA RENARDIERE           
ROUTE      DE LA RENARDIERE           
RUE        DES RIVAGES                
PLACE      ST AIGNAN                  
RUE        DU STADE                   
ALLEE      DES TERRES ROUGES          
ALLEE      DES THUREAUX               
ROUTE      DU TRONC                   
IMPASSE    DE LA VALLEE               
RUE        DE LA VALLEE               
CHEMIN     DES VIOLETTES              
CHEMIN     DE L'ETANG                 
CHEMIN     DE LA FONTAINE             
IMPASSE    D'INCAY                    
ALLEE      DE L'OREE DU VAL D'YEVRE   
ALLEE      DU CLOS DU RIVAGE          
ALLEE      DES CHAMPS FLEURIS         
           commune :     BESSAIS-LE-FROMENTAL           departement : CHER                          
LIEU-DIT   LES ALUS                   
LIEU-DIT   ANCIEN ETANG DU MILIEU     
LIEU-DIT   LES ANGERONS               
LIEU-DIT   LES BARBIAUX               
LIEU-DIT   LES BARRES                 
LIEU-DIT   LES BATAILLES              
LIEU-DIT   LES BATESSES               
LIEU-DIT   LE BEAUFRONT               
LIEU-DIT   BERNON                     
LIEU-DIT   LES BESSES                 
LIEU-DIT   LES BILLIERS               
LIEU-DIT   LA BILLOTTERIE             
LIEU-DIT   BOIS D ALLAN               
LIEU-DIT   BOIS DE BONNEAU            
LIEU-DIT   LE BOIS RENAUD             
LIEU-DIT   BONNEAU                    
LIEU-DIT   LES BONNES                 
LIEU-DIT   LES BONNES POINTES         
LIEU-DIT   LE BORNO                   
LIEU-DIT   LES BOULAISES              
LIEU-DIT   LES BOULOTS                
LIEU-DIT   LE BOURG                   
LIEU-DIT   BOUZERAND                  
LIEU-DIT   LE BREUILLAT               
LIEU-DIT   LE BREVAGE                 
LIEU-DIT   LA BROSSE                  
LIEU-DIT   LES BROSSES                
