20151101
89         YONNE                         
RUE        BELLEVUE                   
RUE        DU BIEF                    
RUE        DES BORDES                 
CHEMIN     DE BUSE BOUTEILLE          
RUE        CHAMPION                   
RUE        DE LA CHATONIERE           
CHEMIN     DE CHEVROCHES              
RUE        DE LA CITERNE              
RUE        DU COLONEL ROZANOFF        
RUE        DE LA COTE D OSON          
RUE        COTTEAU                    
PLACE      DE L EGLISE                
RUE        FILLON ROGET               
ALLEE      DES FLEURS                 
IMPASSE    DE LA FONTAINE             
RUE        DE LA FONTAINE             
AVENUE     DE LA GARE                 
RUE        DE LA GARE                 
IMPASSE    DU GARET                   
RUE        PIERRE ET ANNIE HERVE      
RUELLE     JEANNE LECLERC             
RUE        CHARLES LECOMTE            
CHEMIN     DE MAGNY                   
RUE        DE MAGNY                   
PLACE      MARCEL PAUPY               
PLACE      DES MARTYRS DE LA RESISTAN 
IMPASSE    DES MEURGERS               
RUE        DE MONTILLOT               
RUE        DU MOULIN                  
RUELLE     DU MOULIN                  
RUE        DE L ORME QUIARD           
RUE        DU PATIS                   
IMPASSE    DE LA POMPE                
RUE        DU PRESBYTERE              
CHEMIN     DES QUARTIERS              
RUE        LUCETTE RIVIERE            
RUE        HENRI ROLLET               
ROUTE      SAINT PELLERIN             
RUE        SAINT PELLERIN             
RUE        DES SPORTS                 
RUE        DE LA TRANQUILLITE         
RUE        VAULABELLE                 
CHEMIN     DES VAUX LA BELLES         
RUE        DES VAUX ROUMIS            
VILLA      BERTHIER                   
IMPASSE    VILLIERS                   
           commune :     CHATEL GERARD                  departement : YONNE                         
LIEU-DIT   LES ABATIS                 
LIEU-DIT   L ARBALETRE                
LIEU-DIT   BAS DES CHAMPS DES CORNES  
LIEU-DIT   BAS DES CHAMPS DU BOUQUET  
LIEU-DIT   BAS BOIS LA QUEUE DE SANVI 
LIEU-DIT   BOIS BAILLY                
LIEU-DIT   SUR LE BOIS DE BAILLY      
LIEU-DIT   BOIS DE LA QUEUE DE SANVIG 
LIEU-DIT   BOIS DE MISSERY            
LIEU-DIT   BOIS DES FOURNEAUX         
LIEU-DIT   BOIS DU BAS DU BOIS        
LIEU-DIT   BOIS DU PEUCHARME          
LIEU-DIT   LE BOUQUET                 
LIEU-DIT   LE BRULIS                  
LIEU-DIT   BUISSON DES CORNES         
LIEU-DIT   LE BUISSON JONDAINE        
LIEU-DIT   LES BUISSONS DE SARRY      
LIEU-DIT   LA CAUME LA BORDE          
LIEU-DIT   LA CAUME LA RENARDE        
LIEU-DIT   CAUME RAVEAU               
LIEU-DIT   LES CHAILLOTS              
LIEU-DIT   CHAMP DE LA BOUCHERIE      
LIEU-DIT   CHAMP DES CORNES           
LIEU-DIT   CHAMP DU BOUQUET           
LIEU-DIT   CHAMP FAGOT                
LIEU-DIT   CHAMP HURE                 
LIEU-DIT   CHAMP PAQUETTE             
LIEU-DIT   CHAMPS DE CLAIREBOIS       
LIEU-DIT   CHAMPS DE VAUSSES          
LIEU-DIT   CHAMPS DES RANNAUX         
LIEU-DIT   CHAMPS DU BAS DU BOIS      
LIEU-DIT   CHARME SAINT LOUP          
LIEU-DIT   CHAUME BURLOT              
LIEU-DIT   LA CHAUME DU PRUNIER       
LIEU-DIT   LES CHAUMELLOTTES          
LIEU-DIT   CHEMIN AUX PRETRES         
LIEU-DIT   CHEMIN D ETIVEY            
LIEU-DIT   CHEMIN DE SAINT AMBROISE   
LIEU-DIT   CHEMIN DE SARRY            
LIEU-DIT   CLAIREBOIS                 
LIEU-DIT   SUR CLAIREBOIS             
LIEU-DIT   LES CLOUSIERS              
LIEU-DIT   COMBE RAVEAU               
LIEU-DIT   LA CORNE A L HOMME PENDU   
LIEU-DIT   SUR LES CORNES             
LIEU-DIT   LES CORNES                 
LIEU-DIT   LA COUME AUX LIEVRES       
LIEU-DIT   LA COUME SEBILLE           
LIEU-DIT   LES CRAIES                 
LIEU-DIT   LA CREUSOTTE               
LIEU-DIT   LE CROT AUX CHATS          
LIEU-DIT   CROT JEAN RENAUD           
LIEU-DIT   LE CUL DE GEAIE            
LIEU-DIT   LE CUL DE VAUSSES          
LIEU-DIT   LE CUL DU GRAND CHAMP      
LIEU-DIT   DERRIERE LES CORNES        
LIEU-DIT   LES ESSARDS                
LIEU-DIT   LA FEMME BLANCHE           
LIEU-DIT   LA FEUILLIE                
LIEU-DIT   LA FONTAINE DE L AUBEPINE  
LIEU-DIT   FORET DE MORCON            
LIEU-DIT   FORET DE SAINT AMBROISE    
LIEU-DIT   GARENNE DE VAUSSE          
LIEU-DIT   LE GRAND CHENE             
LIEU-DIT   HAUT DE MISSERY            
LIEU-DIT   LA MADELEINE               
LIEU-DIT   LA MAISON MAURICE          
LIEU-DIT   MISSERY                    
LIEU-DIT   MORCON                     
LIEU-DIT   LE MOULIN A VENT           
LIEU-DIT   LE PEUCHARME               
LIEU-DIT   POIRIER DU SERPENT         
LIEU-DIT   LA PORTE DE SARRY          
LIEU-DIT   POUILLETREUX               
LIEU-DIT   SUR LE PRE                 
LIEU-DIT   PRE MORT                   
LIEU-DIT   LA PROVENCHERE             
LIEU-DIT   LA RAMASSIERE              
LIEU-DIT   LES RANNAUX                
LIEU-DIT   LE ROMPY BAVEUX            
LIEU-DIT   LES SAUSSATS               
LIEU-DIT   LE SENTIER DE NOIRAT       
LIEU-DIT   SOUS LA COUME AUX LIEVRES  
LIEU-DIT   SOUS LES BUISSONS DE SARRY 
LIEU-DIT   SOUS POUILLETREUX          
LIEU-DIT   LE TROU BRULE              
LIEU-DIT   VAUSSE                     
LIEU-DIT   LE VERGER                  
LIEU-DIT   LE VILLAGE                 
IMPASSE    D'ANNOUX                   
ROUTE      D ANNOUX                   
RUE        D ANNOUX                   
IMPASSE    DES CARRONS                
RUE        DES CHAILLOTS              
IMPASSE    CHAMPS LAMBERT             
IMPASSE    DE LA CHAUME               
RUE        DU CHEMIN RATIER           
RUE        DES CORNES                 
RUE        DES CRAIES                 
RUE        DE L EGLISE                
ROUTE      D ETIVEY                   
RUE        DU FAUBOURG                
RUE        DU FOUR                    
PLACE      GIRART DE ROUSSILLON       
GR         GRANDE RUE                 
RUE        DE LA MAIRIE               
RUE        DE MARMEAUX                
RUE        DE LA POSTE                
RUE        DU TOUR DES MURS           
           commune :     CHAUMONT                       departement : YONNE                         
HAM        PETIT CHAUMONT             
LIEU-DIT   LE BAS DE LA GARENNE       
LIEU-DIT   BEAUREGARD                 
LIEU-DIT   BIOU                       
LIEU-DIT   BOIS DE BLEZY              
LIEU-DIT   BOIS DE DEBAT              
LIEU-DIT   BOIS DE LA GARENNE         
LIEU-DIT   BOIS DES ROCHES            
LIEU-DIT   LES CHAUMES                
LIEU-DIT   LE CIMETIERE               
LIEU-DIT   LE CLOTERIOT               
LIEU-DIT   LA CROIX SAINT JACQUES     
LIEU-DIT   LES DESSERTIS              
LIEU-DIT   ENTRE LES DEUX CHEMINS     
LIEU-DIT   L ETANG                    
LIEU-DIT   FERME DES USAGES           
LIEU-DIT   LA FONTAINE                
LIEU-DIT   SUR FOUINAT                
LIEU-DIT   FOUINAT                    
LIEU-DIT   LA FOURCHE AUX CHEVAUX     
LIEU-DIT   SUR LA GARENNE             
LIEU-DIT   LA GARENNE                 
LIEU-DIT   LA GRANDE NOUE             
LIEU-DIT   LA GRANDE VIGNE            
LIEU-DIT   SUR LA GRANDE VIGNE        
LIEU-DIT   LES GRANDES PIECES         
LIEU-DIT   LA GRENOUILLERE            
LIEU-DIT   GROS DOUX                  
LIEU-DIT   LE GROS HUCHER             
LIEU-DIT   LES GROSSES BUCHES         
LIEU-DIT   GUE DE CLEMENCON           
LIEU-DIT   HAMEAU DES PIVOTS          
LIEU-DIT   LES HANTES                 
LIEU-DIT   HAUT DE LA GRANDE VIGNE    
LIEU-DIT   LES HAUTES                 
LIEU-DIT   LA JUSTICE                 
LIEU-DIT   LES LONGUES RAIES          
LIEU-DIT   LA MONTAGNE                
LIEU-DIT   LA PETITE NOUE             
LIEU-DIT   SUR LES PIVOTS             
LIEU-DIT   LES PIVOTS EST             
LIEU-DIT   LES PIVOTS OUEST           
LIEU-DIT   LA PLACE DE MAY            
LIEU-DIT   LE PONCEAU                 
LIEU-DIT   PORT RENARD                
LIEU-DIT   PRE CARRE                  
LIEU-DIT   PRE DE LA GRANDE NOUE      
LIEU-DIT   PRE DERRIERE LE MOULIN     
LIEU-DIT   LES QUATRE LAPS            
LIEU-DIT   RACHAIS                    
LIEU-DIT   SAUCY AU VAU               
LIEU-DIT   SOUS LE BOIS DE DEBATS     
LIEU-DIT   SOUS LES GRANDES PIECES    
LIEU-DIT   LES TERRES ROUGES          
LIEU-DIT   LES TRENTE ARPENTS         
LIEU-DIT   LES USAGES                 
LIEU-DIT   VAUX ROBERT                
LIEU-DIT   VIGNE DE LA MONTAGNE       
LIEU-DIT   VIGNES DES DESSERTIES      
LIEU-DIT   LE VILLAGE                 
CHEMIN     DU BOIS DE BLAIZY          
ROUTE      DE CHAMPIGNY               
RUE        DU CHAT                    
PLACE      DU CHATEAU                 
RUE        DU CLOS TERREAU            
VOIE       CREUSE                     
RUE        DE L EGLISE                
RUE        DE LA FONTAINE             
RUE        DE LA FOSSE AUX CHEVAUX    
IMPASSE    DE LA GRENOUILLERE         
GR         GRANDE RUE                 
RUE        DES LILAS                  
RUE        DES BLEUETS                
AVENUE     DES CHAUMES                
RUE        DES LOMBARDS               
AVENUE     DES MARRONNIERS            
RUE        DE LA MONTAGNE             
RUE        DU MOULIN                  
ROUTE      NATIONALE                  
CHEMIN     DES PECHEURS               
           PETIT CHAUMONT             
PTR        PETITE RUE                 
           PETITE RUELLE              
RUE        DES PIVOINES               
RUE        DU PORT                    
RUE        DU PORT RENARD             
IMPASSE    DU PORT RENARD             
CHEMIN     RICHARD                    
RUE        DES ROSES                  
CHEMIN     DES VIGNES                 
RUE        DE VILLEBLEVIN             
CHEMIN     DE LA VOIE CREUSE          
ROUTE      DE VOULX                   
           commune :     CHAUMOT                        departement : YONNE                         
LIEU-DIT   LA BELLE IDEE              
LIEU-DIT   LES BELUS                  
LIEU-DIT   BENARD                     
LIEU-DIT   LA BIZOTERIE               
LIEU-DIT   BOIS BARDOT                
LIEU-DIT   BOIS DE GARANGERS          
LIEU-DIT   SUR BOIS ETANG DES GARANGE 
LIEU-DIT   BOIS DE LA MALADRIE        
LIEU-DIT   BOIS DES ETANGS            
LIEU-DIT   BOIS DES GARANGERS         
LIEU-DIT   BOIS DES HAYES             
LIEU-DIT   BOIS DES LAGNEAUX          
LIEU-DIT   BOIS DES LORRIS            
LIEU-DIT   BOIS DES TREMBLES          
LIEU-DIT   BOIS DOYER                 
LIEU-DIT   BOIS CORMIER ET QUEUE MARD 
LIEU-DIT   BOIS JULIEN                
LIEU-DIT   BOIS TINCON                
LIEU-DIT   BORDAGE DE PIED GRAS       
LIEU-DIT   LES BOULARDES              
LIEU-DIT   LA BOUTEILLE               
LIEU-DIT   LES BRUYERES               
LIEU-DIT   BUISSON ARDENT             
LIEU-DIT   BUISSONNERIE               
LIEU-DIT   LA BUISSONNIERE            
LIEU-DIT   LA CALAISONNE              
LIEU-DIT   LES CARRIERES              
LIEU-DIT   LES CASTALONS              
LIEU-DIT   CHAMP DE LA BIZOTIERE      
LIEU-DIT   LA CHAMPAGNE               
LIEU-DIT   CHAMPS TORDUS              
LIEU-DIT   LA CHARDONNIERE            
LIEU-DIT   LE CHATEAU                 
LIEU-DIT   CHAUMOT                    
LIEU-DIT   CLOS DE LA GUETTERIE       
LIEU-DIT   LE CLOS DES LIONS          
LIEU-DIT   CLOS DES PLANTES           
LIEU-DIT   LE CLOS DU MOULIN A VENT   
LIEU-DIT   CLOS GARANGER              
LIEU-DIT   LE COTAS                   
LIEU-DIT   COTE DE L ETANG VIEUX      
LIEU-DIT   COTE DE PREAU              
LIEU-DIT   COTE DES LORRIS            
LIEU-DIT   COTE DU VILLAGE            
LIEU-DIT   COTE PETIT JEAN            
LIEU-DIT   LA CURE                    
LIEU-DIT   DERRIERE LE PETIT BOIS     
LIEU-DIT   DERRIERES LES GARRIERES    
LIEU-DIT   DEVANT LES ROUX            
LIEU-DIT   LA DUROCHERIE              
LIEU-DIT   LES EDITS                  
LIEU-DIT   ENTRE LES DEUX ALLEES      
LIEU-DIT   L ETANG                    
LIEU-DIT   LA FOLIE                   
LIEU-DIT   LA FORET                   
LIEU-DIT   LES FORETS                 
LIEU-DIT   LE FOULON                  
LIEU-DIT   LES FOURNEAUX              
LIEU-DIT   FRECUL                     
LIEU-DIT   LES GAILLARDS              
LIEU-DIT   LES GARANGERS              
LIEU-DIT   GARENNE DE PIED GRAS       
LIEU-DIT   GARENNE DES MARDELINS      
LIEU-DIT   LA GAROLLERIE              
LIEU-DIT   LES GARRIERES              
LIEU-DIT   LES GLANDS DE PIED GRAS    
LIEU-DIT   LES GLANDS DU HEUR         
LIEU-DIT   LES GOLIFARDS              
LIEU-DIT   LE GRAND BOIS              
LIEU-DIT   LA GRANDE MONTAGNE         
LIEU-DIT   GRANDS CHAMPS              
LIEU-DIT   LA GROSSE HAYE             
LIEU-DIT   LA GUETTERIE               
LIEU-DIT   LES HAUTES FORETS          
LIEU-DIT   LA HAYE DE MONTARLOT       
LIEU-DIT   LES HAYES                  
LIEU-DIT   LA JARDINERIE              
LIEU-DIT   LES LAGNEAUX               
LIEU-DIT   LES LONGUES RAYES          
LIEU-DIT   LES LORRIS                 
LIEU-DIT   LES MADOTS                 
LIEU-DIT   LA MALADRIE                
LIEU-DIT   LE MARCHAIS NOIR           
LIEU-DIT   MARDELIN                   
LIEU-DIT   LA MARDELLE D ARGENT       
LIEU-DIT   MARDELLE DE L EGLISE       
LIEU-DIT   MARDELLE DES GUIGNIERS     
LIEU-DIT   MARDELLE DES RENAUX        
LIEU-DIT   MARDELLE DU CHAT           
LIEU-DIT   LES MARNES                 
LIEU-DIT   LA MEUNIERE                
LIEU-DIT   SUR LA MEUNIERE            
LIEU-DIT   LES MOCRATS                
LIEU-DIT   MOULIN A VENT              
LIEU-DIT   MOULIN NEUF                
LIEU-DIT   MOULIN VIEUX               
LIEU-DIT   LA NOISETTERIE             
LIEU-DIT   LE PARC                    
LIEU-DIT   LES PARENCIS               
LIEU-DIT   LE PETIT BOIS              
LIEU-DIT   LES PETITES FONTAINES      
LIEU-DIT   PETITES VIGNES             
LIEU-DIT   LA PICARDIE                
LIEU-DIT   LES PICARDS                
LIEU-DIT   LES PICHONS                
LIEU-DIT   PIED GRAS                  
LIEU-DIT   LA PLANCHE                 
LIEU-DIT   POINTES DES GRACES         
LIEU-DIT   PRE D HIVER                
LIEU-DIT   PRE DE L ETANG VIEUX       
LIEU-DIT   PRE DU MOULIN NEUF         
LIEU-DIT   PRE DU ROSEAU              
LIEU-DIT   PREAU                      
LIEU-DIT   LES PRES DU JONC           
LIEU-DIT   PRES LA GROSSE HAYE        
LIEU-DIT   QUEUE DE MARDELIN          
LIEU-DIT   LES RABUTEAUX              
LIEU-DIT   LA REMISE DES MATHIEUX     
LIEU-DIT   LES RENAUX                 
LIEU-DIT   LA RENSEIGNERIE            
LIEU-DIT   LE RENSONNERIE             
LIEU-DIT   LA ROCHE                   
LIEU-DIT   LES RONCES                 
LIEU-DIT   LES ROSES                  
LIEU-DIT   LA ROUISSE                 
LIEU-DIT   LA ROUSSELINE              
LIEU-DIT   LES ROUX                   
LIEU-DIT   LA SALLETIERE              
LIEU-DIT   LA SERRURERIE              
LIEU-DIT   SOUS LE BOIS LAGNEAU       
LIEU-DIT   SOUS LE BOIS TINCON        
LIEU-DIT   LES TAFOIRAUX              
LIEU-DIT   LES TAFOIREAUX             
LIEU-DIT   TERRES DES TRENTES ARPENTS 
LIEU-DIT   TERRES DU BOIS DOYER       
LIEU-DIT   TERRES DU GRAND BOIS       
LIEU-DIT   TOURNE BRIDE               
LIEU-DIT   TOURNE-BOULE               
LIEU-DIT   LES TRENTES ARPENTS        
LIEU-DIT   VALLEE DE LAGNEAU          
LIEU-DIT   VALLEE DE PIED GRAS        
LIEU-DIT   VALLEE DES HAYES           
LIEU-DIT   LES VIEUX PRES             
LIEU-DIT   LES VIGNEES                
LIEU-DIT   LES VIGNES BRULEES         
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   MAISON BLANCHE DES CADETS  
LIEU-DIT   LES MARDELINS              
LIEU-DIT   MOULIN DE LA FONTAINE      
LIEU-DIT   LES PREAUX                 
LIEU-DIT   LES TOURNEBOULES           
LIEU-DIT   LES TOURNEBRIDES           
ROUTE      DE BUSSY                   
CHEMIN     DE LA COTE                 
PLACE      DE L EGLISE                
GR         GRANDE RUE                 
CHEMIN     CHRISTOPHE CORDELIER       
CHEMIN     DE PIERRE BRAUT            
CHEMIN     DENIS COTTY                
CHEMIN     HENRY D ORTEN              
CHEMIN     JEAN PYTON                 
CHEMIN     LAURENT LAGOUTTE           
CHEMIN     LOUIS BOULEAU              
CHEMIN     MARTIN COSTEL              
CHEMIN     PAUL-MARIE LELAY           
CHEMIN     PIERRE MOLLEVEAU           
CHEMIN     SYMPHORIEN LAUROT          
CHEMIN     VICTOR PETIT               
IMPASSE    ANTOINE MOSSIN             
IMPASSE    GUILLAUME ALLADOLLE        
IMPASSE    JACQUES LEGRAIL            
IMPASSE    JEAN BERTRAND              
PLACE      RENARD MOTOT               
PLACE      ST LOUIS                   
CHEMIN     ANTOINE GIBASSIER          
RUE        ARMAND GILOTTE             
RUE        BAPTISTE SEJOURNANT        
RUE        BERTHOLD MAHN              
RUE        BLAISE GRAVEL              
RUE        CHARLES BRASSEUR           
RUE        CHRISTOPHE SORET           
RUE        CLAIRE SPINUCCI            
RUE        CLAUDE VALLERY             
RUE        COLONEL SAIFFERT           
RUE        DE NOYON                   
RUE        ELISABETH LESECQ           
RUE        ETIENNE CROZIER            
RUE        ETIENNE SOUET              
RUE        JACQUES LERICHE            
RUE        JACQUES PETIT              
RUE        JACQUES REGNIER            
RUE        JEAN CAPITAIN              
RUE        JEAN LASSERON              
RUE        JEAN-PIERRE FREZARD        
RUE        JEHAN CHAPELLE             
RUE        JOSEPH LEQUATER            
RUE        LOUIS DE BOURIENNE         
RUE        LOUISE THENARD             
RUE        MARGUERITTE DE MONTIGNY    
RUE        NICOLAS                    
RUE        NICOLAS VILLETTE           
RUE        NOEL LEBOULTZ              
RUE        PAUL DELPECH               
RUE        PIERRE DE L ABBAYE         
RUE        RENEE CHEVALIER            
RUE        ST MARTIN                  
RUE        ST SELCE                   
RUE        STE FELICIE                
RUE        THOMAS LOISEAU             
RUE        VICTOR GUENOT              
RUE        XAVIER DE SAXE             
           commune :     CHEMILLY SUR SEREIN            departement : YONNE                         
LIEU-DIT   L ARDILLAT                 
LIEU-DIT   LES AUBUES                 
LIEU-DIT   LES AUBUS                  
LIEU-DIT   BAS DE LA VAUX BLANCHE     
LIEU-DIT   BAS DU CHAMP MOREAU        
LIEU-DIT   BOIS DE BONNIN             
LIEU-DIT   BOIS DE COTE VIEILLE       
LIEU-DIT   BOIS DE VAURENARD          
LIEU-DIT   LA BROSSE BRICARD          
LIEU-DIT   LES BROSSES                
LIEU-DIT   SUR LES BROSSES            
LIEU-DIT   LES BRULIS                 
LIEU-DIT   LE BUISSON ARDENT          
LIEU-DIT   LE BUISSON BERNARD         
LIEU-DIT   LE BUISSON SOUILLOT        
LIEU-DIT   LE CANARD                  
LIEU-DIT   CHAMP BUZEAU               
LIEU-DIT   CHAMP COUPOT               
LIEU-DIT   CHAMP DE LA MEULE          
LIEU-DIT   CHAMP DE LA RUE DE DESSOUS 
LIEU-DIT   CHAMP DU BUISSON AUX PRETR 
LIEU-DIT   CHAMP LAURENT              
LIEU-DIT   CHAMP MOREAU               
LIEU-DIT   CHAMPS DE VAURENARD        
LIEU-DIT   CHAMPS DES GAUDENATS       
