20151101
23         CREUSE                        
LIEU-DIT   PATURAL DE MAULDE          
LIEU-DIT   LES PAUVRIERES             
LIEU-DIT   LES PECHERIES              
LIEU-DIT   PEUX DE L ETANG            
LIEU-DIT   LE PEYRAT                  
LIEU-DIT   LE PEYRAT NORD             
LIEU-DIT   LE PEYRAT OUEST            
LIEU-DIT   PIERRE PLATE               
LIEU-DIT   LA PLAINE                  
LIEU-DIT   PLAINE DE L ETANG          
LIEU-DIT   PLAINE DE LICOT            
LIEU-DIT   LES PLAINES                
LIEU-DIT   LE PLAN                    
LIEU-DIT   PLANCHE FERREE             
LIEU-DIT   PLANCHENIERE               
LIEU-DIT   LE PLANT                   
LIEU-DIT   PLAZANET                   
LIEU-DIT   PONT DE FAUX               
LIEU-DIT   LES POUGES                 
LIEU-DIT   LE PRADAUD                 
LIEU-DIT   LA PRADE                   
LIEU-DIT   PRE DE LA PECHERIE         
LIEU-DIT   PRE DES SAGNES             
LIEU-DIT   PRE DU MOULIN              
LIEU-DIT   PRE DU PONT                
LIEU-DIT   PRES DU DEBAT              
LIEU-DIT   PRES DU LAC                
LIEU-DIT   PRES DU SEIGNEUR           
LIEU-DIT   PRES DU SOIR               
LIEU-DIT   PUI DES PLACES             
LIEU-DIT   SUR LE PUY                 
LIEU-DIT   PUY BERLANT                
LIEU-DIT   LE PUY CHABREAUD           
LIEU-DIT   PUY CLAMOUZAT              
LIEU-DIT   PUY DE BROUSSAS            
LIEU-DIT   PUY DE COMBE MAL LES VALLO 
LIEU-DIT   PUY DE LA GRAULE           
LIEU-DIT   PUY DE LA MEULE            
LIEU-DIT   PUY DE LA NOUZILLIERE      
LIEU-DIT   PUY DE LA NOUZILLIERE SUD  
LIEU-DIT   PUY DE REJAT               
LIEU-DIT   PUY DE REJAT SUD           
LIEU-DIT   PUY DES BORDES             
LIEU-DIT   LE PUY DES DEBATS          
LIEU-DIT   PUY DES GRANGES            
LIEU-DIT   PUY DES GRANGES OUEST      
LIEU-DIT   PUY DESERT                 
LIEU-DIT   PUY DESERT NORD            
LIEU-DIT   PUY DU MONTEIL             
LIEU-DIT   PUY FAUX                   
LIEU-DIT   PUY FAUX NORD              
LIEU-DIT   PUY FAUX SUD               
LIEU-DIT   PUY FOURCHAT               
LIEU-DIT   PUY LA GARDE               
LIEU-DIT   PUY LA GOUTELLE            
LIEU-DIT   PUY LA GOUTELLE OUEST      
LIEU-DIT   PUY MOULIN                 
LIEU-DIT   PUY REDON                  
LIEU-DIT   PUY REDON SUD              
LIEU-DIT   PUY ROCHER                 
LIEU-DIT   QUEUE DU TOUR              
LIEU-DIT   REJAT                      
LIEU-DIT   REJAT OUEST                
LIEU-DIT   LES RETADIS                
LIEU-DIT   LA RIBIERE                 
LIEU-DIT   RIBIERE AU FAUX            
LIEU-DIT   LA RIBIERE DE LA FEUILLADE 
LIEU-DIT   RIBIERE DE LAGE            
LIEU-DIT   RIBIERE DE LAGE OUEST      
LIEU-DIT   RIBIERE DE LAGE SUD        
LIEU-DIT   RIBIERE DU MOULIN          
LIEU-DIT   RIBIERE LONGUE             
LIEU-DIT   RIBIERE MOLLE              
LIEU-DIT   RIBIERE REDONDE            
LIEU-DIT   RIBIERES DE TRUFFY         
LIEU-DIT   RIBIERES DU PONT DE MAULDE 
LIEU-DIT   LES RIBIERES               
LIEU-DIT   LES RIBIERES NORD          
LIEU-DIT   LES RIBIERES SUD           
LIEU-DIT   RIO BOUSSET                
LIEU-DIT   RIO LA ROCHE               
LIEU-DIT   LES ROCHERS                
LIEU-DIT   LES ROCHERS SUD            
LIEU-DIT   ROSSINAS                   
LIEU-DIT   LA SAGNE                   
LIEU-DIT   LA SAGNE SUD               
LIEU-DIT   SALIN DANIERE              
LIEU-DIT   LE SOUCHOUX                
LIEU-DIT   SOUS L ETANG DE BEISSAT    
LIEU-DIT   SOUS L ETANG               
LIEU-DIT   SOUS L ETANG OUEST         
LIEU-DIT   SOUS LA FOND DU JO         
LIEU-DIT   SOUS LE MONTEIL            
LIEU-DIT   SOUS LES FAYES             
LIEU-DIT   LE SUQUET                  
LIEU-DIT   LA TAUVERRE                
LIEU-DIT   TERRE DE LA COMBE          
LIEU-DIT   TETE DU PATURAL            
LIEU-DIT   THEZILLAT                  
LIEU-DIT   LES TOURAILLES             
LIEU-DIT   LES TOURAILLES OUEST       
LIEU-DIT   TRA LES CHAMPS BOUTS       
LIEU-DIT   TRAS L ETANG               
LIEU-DIT   TRAS LE BOIS               
LIEU-DIT   TRAS LE MONT               
LIEU-DIT   LE TREIX                   
LIEU-DIT   TRIJOULET                  
LIEU-DIT   TRIJOULET SUD              
LIEU-DIT   LES TROIS PIERRES          
LIEU-DIT   TRUFFY                     
LIEU-DIT   LES VERGNES                
LIEU-DIT   LES VERGNES OUEST          
LIEU-DIT   LES VERSEINNES             
LIEU-DIT   LES ZUGAUDS                
LIEU-DIT   ARZAILLIERS                
LIEU-DIT   BOIS JAMBRE                
CHEMIN     DES CHARRAUDS              
RUE        DE DERRIERE                
RUE        DE LA MAIRIE               
ROUTE      DE GENTIOUX                
ROUTE      DE JALAGNAT                
ROUTE      DE PLAZANET                
RUE        GRANDE                     
           commune :     FAUX-MAZURAS                   departement : CREUSE                        
LIEU-DIT   ARTOUT                     
LIEU-DIT   L AUBERGE DU ROZET         
LIEU-DIT   AUGERES                    
LIEU-DIT   BEAUGENCY                  
LIEU-DIT   LE BOIS CHATENET           
LIEU-DIT   LE BOIS DU PIAT            
LIEU-DIT   LE BOIS ROZET              
LIEU-DIT   LE BOURG                   
LIEU-DIT   LA BREGEROLLE              
LIEU-DIT   LES BRUGES                 
LIEU-DIT   LA CAIRE                   
LIEU-DIT   CHATEAUMERLE               
LIEU-DIT   CHAUMETY                   
LIEU-DIT   LES CHAVAILLES             
LIEU-DIT   CHETROUX                   
LIEU-DIT   CHEZ SUDRAUD               
LIEU-DIT   LA COMBE NOIRE             
LIEU-DIT   LES COMBES                 
LIEU-DIT   COMBOST                    
LIEU-DIT   LA CONCHE                  
LIEU-DIT   LA COTE DU QUOUEROUX       
LIEU-DIT   LES COTES                  
LIEU-DIT   LA CROIX                   
LIEU-DIT   L ETANG                    
LIEU-DIT   FOUR DE FAUX               
LIEU-DIT   LA GANE                    
LIEU-DIT   LA GOURSOLLE               
LIEU-DIT   GRAND MAZURAS              
LIEU-DIT   LE GRAND PATURAL           
LIEU-DIT   LE GRAND VEAU              
LIEU-DIT   LA GRANDE COUTURE          
LIEU-DIT   LES GRANDES PIECES         
LIEU-DIT   LES GRANDS PRES            
LIEU-DIT   LES HAUTS DE LA BREGEROLLE 
LIEU-DIT   LES JAROUSSES              
LIEU-DIT   JARTAUD                    
LIEU-DIT   LIVIN                      
LIEU-DIT   LE MOULIN                  
LIEU-DIT   MOULIN DE FAUX             
LIEU-DIT   MOURNE                     
LIEU-DIT   PETIT MAZURAS              
LIEU-DIT   LE PIAT                    
LIEU-DIT   LA PLAINE                  
LIEU-DIT   DU PLANTIER                
LIEU-DIT   LE PONT                    
LIEU-DIT   PRE DU PONT                
LIEU-DIT   PUY CHATENET               
LIEU-DIT   PUY DE FAUX                
LIEU-DIT   PUY DE LA CONCHE           
LIEU-DIT   PUY DE LA FRELANNIERE      
LIEU-DIT   PUY DE PIAT                
LIEU-DIT   PUY DES ARAIS              
LIEU-DIT   PUY DES CRETES             
LIEU-DIT   PUY DU MOULIN              
LIEU-DIT   PUY GAUMONT                
LIEU-DIT   PUY JAUDOUX                
LIEU-DIT   PUY MOLIERE                
LIEU-DIT   PUY MONTEILLE              
LIEU-DIT   PUY PARIS                  
LIEU-DIT   PUY REDON                  
LIEU-DIT   PUY SAINT JEAN             
LIEU-DIT   PUY SIMET                  
LIEU-DIT   LE PUYROUX                 
LIEU-DIT   RIBIERE DU ROZET           
LIEU-DIT   LES RIBIERES DE MOURNE     
LIEU-DIT   LES RIBIERES DU BOIS ROZET 
LIEU-DIT   LES RIVAUDS                
LIEU-DIT   DE LA ROCHE                
LIEU-DIT   LE ROCHER                  
LIEU-DIT   LES ROCHES DE MAZURAS      
LIEU-DIT   LES SAGNETTES              
LIEU-DIT   SAURIAT                    
LIEU-DIT   SOUS LES ROCHES            
LIEU-DIT   LES TAILLIS                
LIEU-DIT   LES TERRADES               
LIEU-DIT   LE PUY CHABANNE            
           commune :     FELLETIN                       departement : CREUSE                        
LIEU-DIT   L AILLANT                  
LIEU-DIT   L ANCIENNE CASERNE         
LIEU-DIT   LA BARGE                   
LIEU-DIT   BEAUMONT                   
LIEU-DIT   BEAUMONT SUD EST           
LIEU-DIT   LA BESSADE                 
LIEU-DIT   DU BIGNAT                  
LIEU-DIT   BLONDEAU                   
LIEU-DIT   DES BOEUFS                 
LIEU-DIT   DES BOEUFS OUEST           
LIEU-DIT   LES BOIS D ARFEUILLE       
LIEU-DIT   DE LA BORDE                
LIEU-DIT   LE BOST                    
LIEU-DIT   BOUQUET                    
LIEU-DIT   DU BOUQUET                 
LIEU-DIT   LA BUIGE                   
LIEU-DIT   LE BUIS                    
LIEU-DIT   LES BUIS                   
LIEU-DIT   LA CHABANNE                
LIEU-DIT   LA CHABANNE SUD            
LIEU-DIT   LE CHAMP                   
LIEU-DIT   CHAMP DE BEAUMONT          
LIEU-DIT   LE CHAMP DE BEAUMONT       
LIEU-DIT   CHAMP DE LA COTE           
LIEU-DIT   CHAMP DE LA CROIX BLANCHE  
LIEU-DIT   CHAMP DE LA PRAIRIE        
LIEU-DIT   CHAMP DEVANT LA PORTE      
LIEU-DIT   CHAMP DU CROS              
LIEU-DIT   CHAMP DU MOULIN            
LIEU-DIT   LE CHAMP LONG              
LIEU-DIT   LES CHANAUX                
LIEU-DIT   CHANTELOUBE                
LIEU-DIT   CHANTELOUBE OUEST          
LIEU-DIT   CHASSALEIX                 
LIEU-DIT   CHATEAU D ARFEUILLE        
LIEU-DIT   DES CHIRAILLES             
LIEU-DIT   DU CLUZEAU                 
LIEU-DIT   LE COLLEGE                 
LIEU-DIT   LA COLLINE                 
LIEU-DIT   LES COMBES NORD            
LIEU-DIT   LES COMBES                 
LIEU-DIT   CONFOLANT                  
LIEU-DIT   LA COTE                    
LIEU-DIT   DES COTES EST              
LIEU-DIT   DES COTES                  
LIEU-DIT   LE COUDERD                 
LIEU-DIT   LE COUDERT                 
LIEU-DIT   COUDERT DE LA CROIX        
LIEU-DIT   DE LA COURDETTE            
LIEU-DIT   LA COURDETTE               
LIEU-DIT   LA CROIX BLANCHE           
LIEU-DIT   CROIX MOREAU               
LIEU-DIT   LE CROS                    
LIEU-DIT   LE CROS BURTAUD            
LIEU-DIT   LES DEMOISELLES            
LIEU-DIT   LES ECOLES                 
LIEU-DIT   L EPINE DU CHAMP           
LIEU-DIT   DES ERONDES                
LIEU-DIT   ETANG ROMPU DE LA CRX BLAN 
LIEU-DIT   LES ETANGS ROUX            
LIEU-DIT   LA FABRIQUE                
LIEU-DIT   LES FAYES                  
LIEU-DIT   LA FILATURE                
LIEU-DIT   LE FOIRAIL                 
LIEU-DIT   FONT A L ANEL              
LIEU-DIT   DE LA FONT                 
LIEU-DIT   DE LA FONT OUEST           
LIEU-DIT   LA FONTANELLE              
LIEU-DIT   FONTENAILLES               
LIEU-DIT   DES FOSSES                 
LIEU-DIT   LA FRESSE                  
LIEU-DIT   LES FUMADES                
LIEU-DIT   DE LA GANE                 
LIEU-DIT   LES GANETTES               
LIEU-DIT   LA GARE                    
LIEU-DIT   LA GARENNE                 
LIEU-DIT   LE GASCHE                  
LIEU-DIT   LA GENETE                  
LIEU-DIT   GEOFFRIES                  
LIEU-DIT   DES GEOSFFRIES             
LIEU-DIT   DES GORSES                 
LIEU-DIT   LES GOUTTES                
LIEU-DIT   LE GRAND CHAMP             
LIEU-DIT   GRAND CHAMP D ARFEUILLE    
LIEU-DIT   LE GRAND ENCLOS            
LIEU-DIT   GRAND PRE D ARFEUILLE      
LIEU-DIT   GRAND PRE DE CHANTELOUBE   
LIEU-DIT   LE GRAND PRE DE LA BARGE   
LIEU-DIT   LE GRAND PRE DE LA PAPETER 
LIEU-DIT   LE GRAND PRE DES COMBES    
LIEU-DIT   LA GRANDE PIECE            
LIEU-DIT   LES GRANGES EST            
LIEU-DIT   LES GRANGES                
LIEU-DIT   DE LANDRIEVE               
LIEU-DIT   LAS PELADAS                
LIEU-DIT   LAS SAGNAS                 
LIEU-DIT   DE LAVAUD                  
LIEU-DIT   LAVAUD                     
LIEU-DIT   LE LIAPORT                 
LIEU-DIT   LE LIAPORT OUEST           
LIEU-DIT   LONGUEROUX                 
LIEU-DIT   LA MAISON ROUGE            
LIEU-DIT   LES MAYADES                
LIEU-DIT   MERIGOT                    
LIEU-DIT   LE MOULIN                  
LIEU-DIT   LE MOULIN D ARFEUILLE      
LIEU-DIT   MOUTIER                    
LIEU-DIT   MOUTIER OUEST              
LIEU-DIT   LE NOUANT                  
LIEU-DIT   L OUCHE                    
LIEU-DIT   LA PAPETERIE               
LIEU-DIT   LE PARISIEN                
LIEU-DIT   PATURAL DES BOEUFS         
LIEU-DIT   LA PECHERIE                
LIEU-DIT   LA PELLETERIE              
LIEU-DIT   PELLETERIE                 
LIEU-DIT   LES PETITS PATUREAUX       
LIEU-DIT   LES PEUX                   
LIEU-DIT   LA PISSELOCHE              
LIEU-DIT   PISSELOCHE                 
LIEU-DIT   LA POMME                   
LIEU-DIT   LA POMME SUD               
LIEU-DIT   PONT DES MALADES           
LIEU-DIT   PONT ROBY                  
LIEU-DIT   PONT ROBY OUEST            
LIEU-DIT   POUDEIX                    
LIEU-DIT   PRA MAUD                   
LIEU-DIT   LE PRADEAU                 
LIEU-DIT   DE PRADEAUX                
LIEU-DIT   LES PRADELLES              
LIEU-DIT   LES PRADES                 
LIEU-DIT   PRE BAUDAY                 
LIEU-DIT   PRE DE L AIGNE             
LIEU-DIT   PRE DE L ISLE              
LIEU-DIT   PRE ELIA                   
LIEU-DIT   PRE FARROUX                
LIEU-DIT   PRE GRAND                  
LIEU-DIT   LE PRE LONG                
LIEU-DIT   PRE SEYA                   
LIEU-DIT   DES PRETRES                
LIEU-DIT   PUY BRULE                  
LIEU-DIT   LE PUY                     
LIEU-DIT   PUY L OISEAU               
LIEU-DIT   LE PUY OUEST               
LIEU-DIT   LE PUY VERDIER             
LIEU-DIT   LES QUATRE CHEMINS         
LIEU-DIT   LES QUATRE CHEMINS SUD     
LIEU-DIT   LA QUERADE                 
LIEU-DIT   DES QUERIAS                
LIEU-DIT   RAZE                       
LIEU-DIT   REBEYROLLES                
LIEU-DIT   RECLOS                     
LIEU-DIT   DES RETOURS                
LIEU-DIT   DE LA RIVIERE              
LIEU-DIT   ROCHERS                    
LIEU-DIT   ROUTE DE CROCQ             
LIEU-DIT   LA SAGNE                   
LIEU-DIT   LA SALADE                  
LIEU-DIT   LA SALLE                   
LIEU-DIT   SOUS L OR                  
LIEU-DIT   LE TILLEUL                 
LIEU-DIT   DU TOUR DE LA BOULE        
LIEU-DIT   DES TOURS DE LA BOULE      
LIEU-DIT   LES TRETOUX                
LIEU-DIT   LA TUILERIE                
LIEU-DIT   LA VALLADE                 
LIEU-DIT   VILLANISAS                 
LIEU-DIT   DE LA VILLE                
LIEU-DIT   DU VIVIER                  
LIEU-DIT   LA BORIE                   
LIEU-DIT   RAMPE DU COUDERT           
RUE        DES ABATTOIRS              
RUE        ALENGARDE                  
RUE        DE L ANC CASERNE           
CHEMIN     DE L ANC CHAMP DE FOIRE    
PLACE      DE L ANC CHAMP DE FOIRE    
RUE        DE L ANCIEN CHAMP DE FOIRE 
PLACE      DES ARBRES                 
ROUTE      D ARFEUILLE                
RUE        DES ATELIERS               
AVENUE     D AUBUSSON                 
ROUTE      D AUBUSSON                 
IMPASSE    DE BEAUMONT                
RUE        DE BEAUMONT                
CHEMIN     DU BOUQUET                 
IMPASSE    DU BOUQUET                 
RUE        DU BOUQUET                 
CHEMIN     DU CHAMP DE FOIRE          
CHEMIN     DES CHAMPS                 
RUE        DE CHANTELOUBE             
CHEMIN     DE LA CHAPELLE             
PLACE      CHARLES DE GAULLE          
PTR        PETITE RUE DU CHATEAU      
RUE        DU CHATEAU                 
RUE        PETITE RUE DU CLOCHER      
RUE        DU CLOCHER                 
ROUTE      DES COMBES                 
RPE        DU COUDERT                 
RUE        COUDERT                    
RUE        COURTE                     
PLACE      COURTAUD                   
ROUTE      DE CROCQ                   
CHEMIN     CROIX MOREAU               
RPE        CROIX MOREAU               
RUE        CROIX MOREAU               
RUE        DETOURNEE                  
RUE        DE LA DIAMANTERIE          
RUE        DU 19 MARS 1962            
RUE        DU DOC PIERRE CONSTANT     
RUE        DU DOC ROBERT JUDET        
RUE        DES ECOLES                 
RUE        DE LA FABRIQUE             
CHEMIN     DES FAYES                  
CHEMIN     FEYDEAU                    
RUE        FEYDEAU                    
PLACE      COURTAUD                   
CHEMIN     DE FONT A L ANEL           
RUE        DES FOSSES                 
RUE        DU FOUR                    
AVENUE     DE LA GARE                 
GR         GRANDE RUE                 
RUE        GEORGES NIGREMONT          
RUE        DES GEOSFFRIES             
RUE        DU DOCTEUR GRANCHER        
RUE        DES GRANGES                
CHEMIN     DU GUE DE LA FABRIQUE      
IMPASSE    GUSTAVE DEGAINE            
RUE        GUSTAVE DEGAINE            
RUE        DES HLM                    
RUE        DE L HOTEL DE VILLE        
SENTIER    DES JARDINS                
RUE        JASSEIX                    
PLACE      JEAN JAURES                
RUE        JEAN MAZET                 
AVENUE     JOFFRE                     
RUE        DE LA GENDARMERIE          
IMPASSE    LAS PELADAS                
CHEMIN     DU LAVOIR                  
IMPASSE    DU LOTISSEMENT             
RUE        DU LOT DES GRANGES         
RUE        DE LA MAISON ROUGE         
RUE        DES MAYADES                
RUE        DES MAYADES PROLONGEE      
PLACE      MONTHIOUX                  
           CHARRIERE DES MULETS       
IMPASSE    JEAN MURAT                 
RUE        NEUVE                      
