20151101
06         ALPES MARITIMES               
AVENUE     COL JEANPIERRE             
CHEMIN     DE LA COMBE                
IMPASSE    DES COMBES                 
RUE        DES COMBES                 
PLACE      CDT ALEXIS NICOLAS         
RUE        DE LA CONDAMNINE           
           JARDIN DE LA CONQUE        
PASSAGE    DE LA CONQUE               
IMPASSE    DES COQUELICOTS            
IMPASSE    DU COTEAU                  
MTE        DU COTEAU                  
ALLEE      DES COTTAGES               
RUE        DE LA COURTINE SAINT JEAN  
MTE        DE LA COURTINE             
ALLEE      DES CYPRES                 
AVENUE     CYRILLE BESSET             
ALLEE      DES DAHLIAS                
PLACE      DES DARDANELLES            
RUE        DECONCHY                   
RUE        DEGAS                      
CHEMIN     DE LA DESTOURBES           
IMPASSE    DU DOC CALMETTE            
RUE        DU DOCTEUR FERAUD          
RUE        DU DOCTEUR GONIN           
PLACE      DOC JOSEPH MAUREL          
RUE        DU DOCTEUR LAENNEC         
RUE        DU DOCTEUR MAURAN          
AVENUE     DOC MAURICE DONAT          
RUE        DOC MICHEL PROVENCAL       
IMPASSE    DU DOCTEUR ROUX            
AVENUE     DU DOMAINE DU LOUP         
IMPASSE    DOUCE FRANCE               
RUE        DES ECOLES                 
RUE        EDOUARD ROBION             
CHEMIN     DES EGLANTINES             
TRA        DE L EGLISE                
PLACE      DE L EGLISE                
RUE        DE L EGLISE                
PASSAGE    DES EMBRUNS                
SQUARE     DES EMBRUNS                
RUE        EMILE WERY                 
PLACE      EMILE WERY                 
ALLEE      EMILE LEJEUNE              
CHEMIN     DES ESPARTES               
IMPASSE    DES ESPARTES               
CHEMIN     DE L ESTELLE               
IMPASSE    DES EUCALYPTUS             
RUE        DES EUCALYPTUS             
RUE        EUGENE DELACROIX           
RUE        EUGENE GARCIN              
CHEMIN     FAHNESTOCK                 
AVENUE     DES FAUVETTES              
ESPLANADE  ESPACE FERNAND SASTRE      
ALLEE      DE LA FARIGOULE            
CHEMIN     DES FERRAYONES             
RUE        DE LA FERRIERE             
RUE        DES FIGUIERS               
IMPASSE    DES FLEURS                 
RUE        DE LA FOUX                 
RUE        FRAGONARD                  
CHEMIN     DU FRAIS VALLON            
MTE        DE FRANCE                  
ROUTE      DE FRANCE                  
IMPASSE    DE FRANCE                  
RUE        FRANCOIS BAILET            
AVENUE     FREDERIC MISTRAL           
RUE        DES FRENES                 
RUE        DES FUSAINS                
RUE        GABRIELLE                  
PLACE      GABRIEL PERI               
ALLEE      DES GALOFRES               
IMPASSE    DES GALOPINS               
RUE        DE LA GARDIOLE             
MTE        DE LA GARDIOLLE            
AVENUE     DE LA GARE                 
IMPASSE    DE LA GARANCE              
RUE        DU GARIGLIANO              
AVENUE     DE LA GAUDE                
ART        ANCIENNE ROUTE DE LA GAUDE 
REMPART    DES GENDARMES D'OUVEA      
RUE        DU GENDARME DESCLAIR       
RUE        DU GENDARME DREVON         
REMPART    GENDARMES D OUVEA 22 04 88 
RUE        GENERAL BERENGER           
PLACE      GENERAL DE GAULLE          
IMPASSE    DES GENETS                 
AVENUE     GENERAL LECLERC            
CHEMIN     GEORGES GUYNEMER           
AVENUE     GEORGES POMPIDOU           
RUE        DES GERANIUMS              
AVENUE     GERMAINE                   
IMPASSE    DES GLAIEULS               
CHEMIN     DES GLYCINES               
RUE        DE LA GOULETTE             
IMPASSE    DE LA GOULETTE             
IMPASSE    DES GRIOTTES               
RUE        GUILLAUME APOLLINAIRE      
REMPART    GUSTAVE DURANTE            
CHEMIN     DES GRANDS PLANS           
RUE        DE LA GRANGE RIMADE        
AVENUE     DE GRASSE                  
RUE        DE LA GREVE                
PASSAGE    DE LA GREVE                
PLACE      GRIMALDI                   
CHEMIN     DES GROS BUAUX             
CHEMIN     DU GUE                     
CHEMIN     GUILLAUMET                 
PASSAGE    DE LA HALLE                
RUE        HECTOR BERLIOZ             
RUE        HELENE BOUCHER             
IMPASSE    HENRI BOSCO                
AVENUE     DE L HIPPODROME            
PROMENADE  DE L'HIPPODROME            
RUE        HIPPOLYTE GUIS             
IMPASSE    HIPPOLYTE SEGURAN          
RUE        HONORE DAUMIER             
AVENUE     DE L HOTEL DE VILLE        
PLACE      DE L HOTEL DE VILLE        
AVENUE     DE L HOTEL DES POSTES      
CHEMIN     DE L HUBAC                 
SQUARE     DU 8 MAI 1945              
IMPASSE    DES IRIS                   
RUE        DES JACINTHES              
IMPASSE    DES JACINTHES              
ALLEE      DES JACINTHES              
RUE        JACQUES PREVERT            
AVENUE     DES JASMINS                
IMPASSE    JEAN AICARD                
IMPASSE    JEAN-BAPTISTE CASSINI      
RUE        JEAN BARNOIN               
PASSAGE    JEAN BOTTERO               
RUE        JEAN BOUIN                 
RUE        JEAN DENIS CLERGUE         
ALLEE      JEAN COCTEAU               
RUE        JEAN FERAUD                
RUE        JEAN FRANCOIS MILLET       
RUE        JEAN GIONO                 
AVENUE     JEAN JAURES                
AVENUE     JEAN MERMOZ                
IMPASSE    JEAN MERMOZ                
IMPASSE    JEAN MOULIN                
RUE        JEAN MOULIN                
IMPASSE    JEAN PONS                  
           PAS JEAN PONS              
VALLEE     JEAN PONS                  
RUE        JEAN RAYMOND GIACOSA       
BOULEVARD  J F KENNEDY                
ALLEE      DES JONCS                  
RUE        DES JONQUILLES             
SQUARE     J GUILLAUME MAUREL         
PLACE      PLACE JOHN LEWIS           
PASSAGE    DES JONCS                  
SQUARE     JOSEPH MAUREL              
RUE        JOSEPH PELISSIER           
TRA        JOSEPH ROUMANILLE          
AVENUE     JULES LADOUMEGUE           
RUE        JULES VERNE                
           TERRASSE PAR LAGERKVIST    
PASSAGE    DES LANTANAS               
PASSAGE    LAUGIER                    
ALLEE      DES LAURIERS ROSES         
CHEMIN     DU LAUTIN                  
CHEMIN     DES LAVANDINS              
IMPASSE    LAYET                      
ALLEE      DES LENTISQUES             
RUE        LEO LAGRANGE               
IMPASSE    LEO LAGRANGE               
PLACE      LEON BERANGER              
PASSAGE    LEONARD ANDRE BONNET       
ALLEE      LEONARD DE VINCI           
ALLEE      LEOPOLDINE                 
CHEMIN     DE LEOUVE                  
IMPASSE    DU LEVANT                  
PASSAGE    DU LIDO                    
RUE        DES LILAS                  
RUE        DU LOGIS                   
PASSAGE    DU LOGIS                   
CHEMIN     DU LOT DE L ESPERET        
PASSAGE    LOU PALANGRE               
AVENUE     DU LOT NETTER              
AVENUE     LOUIS BLERIOT              
RUE        LOUIS NEGRO                
AVENUE     DES LUCIOLES               
IMPASSE    DES LUCIOLES               
IMPASSE    DES MAGNOLIAS              
CHEMIN     DU MALVAN                  
IMPASSE    DES MANDARINIERS           
PASSAGE    DES MARAICHERS             
RUE        DU MARCHE                  
AVENUE     MAL DE LATTRE DE TASSIGNY  
PONT       MARECHAL KOENIG            
BOULEVARD  MAL JUIN                   
AVENUE     MARCEL PAGNOL              
CHEMIN     DES MARGUERITES            
PLACE      DE LA MARINE               
PASSAGE    MARGUERITE AUSSEL          
IMPASSE    MARTINE                    
CHEMIN     MARYSE BASTIE              
AVENUE     MASSENET                   
PASSAGE    MASSENET                   
IMPASSE    DES MAUBERTS               
CHEMIN     DES MAUBERTS               
CHEMIN     DE LA MAURE                
RUE        MAURICE ROSTAND            
IMPASSE    DES MAUVANS                
AVENUE     DU MERCANTOUR              
AVENUE     DES MESANGES               
RUE        MICHEL ANGE                
RUE        DES MICOCOULIERS           
AVENUE     DES MIMOSAS                
CHEMIN     DE LA MINOTERIE            
RUE        MODIGLIANI                 
CHEMIN     DE MONSIEUR                
CHEMIN     DE MONTALEIGNE             
CHEMIN     DES MOULIERES              
ALLEE      MOZART                     
RUE        DES MURIERS                
SENTIER    DES MULETIERS              
CHEMIN     DES MULETIERS              
AVENUE     DES MYOSOTIS               
IMPASSE    DES MYRTES                 
IMPASSE    DES NARCISSES              
IMPASSE    DES NECTARINES             
RUE        DES NEFLIERS               
IMPASSE    JEAN NEGRE                 
RUE        NETTER                     
AVENUE     DE NICE                    
CHEMIN     DES NOISETIERS             
IMPASSE    NUNGESSER ET COLI          
ALLEE      DES NISTOUN                
PLACE      NOTRE DAME PROTECTION      
IMPASSE    DES NYMPHEAS               
IMPASSE    DES OEILLETS               
IMPASSE    DE L'OLIVAIE               
AVENUE     DES OLIVIERS               
AVENUE     DES ORANGERS               
IMPASSE    DES ORCHIDEES              
CHEMIN     DU PAIN DE SUCRE           
IMPASSE    DU PAIN DE SUCRE           
RUE        PAISSOUBAN                 
SQUARE     DU 11 NOVEMBRE 1918        
CRS        COURS DU ONZE NOVEMBRE     
IMPASSE    DE LA PALMERAIE            
RUE        DES PALMIERS               
IMPASSE    DES PALOMBIERES            
CHEMIN     DES PAQUERETTES            
CHEMIN     DU PARADIS                 
AVENUE     DU PARC                    
RUE        DE PARIS                   
RUE        PARMENTIER                 
IMPASSE    DU PAS DE BELLAUD          
AVENUE     DE PASSAU                  
RUE        PASQUALINI                 
CHEMIN     DES PASSIFLORES            
RUE        PASTEUR                    
AVENUE     PAUL CEZANNE               
RUE        PAUL GAUGUIN               
           PAS DES PECHEURS           
CHEMIN     PEYRE LONG                 
           PARVIS PERE GEORGES MELA   
IMPASSE    DE LA PEPINIERE            
MTE        DU PEROUSIN                
IMPASSE    DU PEROUSIN                
CHEMIN     DES PETITS PLANS           
IMPASSE    DES PETITS PLANS           
CHEMIN     PICHODOU                   
ALLEE      PIERRE BONNARD             
RUE        PIERRE CURIE               
RUE        DE LA PINEDE               
ALLEE      DES PINS                   
AVENUE     DES PINSONS                
CHEMIN     DU PIOL                    
RUE        DU PIOLET                  
RUE        DU PISSOUBRAN              
PTTE       LA PLACETTE                
RUE        DE LA PLACETTE             
PROMENADE  DE LA PLAGE                
PLACE      DU PLANESTEL               
IMPASSE    DU PLANASTEL               
RUE        DU PLANASTEL               
RUE        DES PLAQUEMINIERS          
ALLEE      DES PLATANES               
CHEMIN     DES PLATEAUX FLEURIS       
IMPASSE    DES POMMIERS               
PASSAGE    DES POINTUS                
ALLEE      DU PONANT                  
RUE        DU PONTIS LONG             
PASSAGE    DE LA POUTINE              
ALLEE      DES PRESSES                
CHEMIN     DES PRESSES                
IMPASSE    DES PRIMEVERES             
RUE        DES PRIMEVERES             
ALLEE      DES PRUNIERS               
RUE        DU PUITS                   
CHEMIN     DU PUITS FLEURI            
CHEMIN     DU PUY                     
CHEMIN     DES REMPARTS               
IMPASSE    DU CLOS RENOIR             
IMPASSE    DES REYNES                 
RUE        DES REYNES                 
           PAS RICARDO FLORES         
RUE        ROBERT LECAT               
ALLEE      DES ROMARINS               
CHEMIN     ROLAND GARROS              
CHEMIN     DES ROSEAUX                
AVENUE     DE LA ROSERAIE             
AVENUE     DES ROSES                  
CHEMIN     DES ROSIERS                
IMPASSE    DES ROSIERS                
IMPASSE    DES ROSSIGNOLS             
PASSAGE    DE LA ROTONDE              
AVENUE     SAINT EXUPERY              
ROUTE      DE SAINT JEANNET           
CHEMIN     DE SAINT JEAN              
RUE        SAINT JOSEPH               
CHEMIN     DE SAINT LAURENT DU VAR    
CHEMIN     DE SAINT PAUL              
ROUTE      DE SAINT PAUL              
PLACE      SAINT PIERRE               
RUE        SAINT ROCH                 
RUE        SAINT SEBASTIEN            
RUE        COURTINE SAINT SEBASTIEN   
PLACE      ST SEBASTIEN               
SQUARE     DE LA SERRE                
CHEMIN     DE SAINT VERAN             
REMPART    DE SAINT VERAN             
BRE        SAINT VERAN                
MTE        SAINTE ANNE                
RUE        STE ANNE                   
IMPASSE    SAINTE COLOMBE             
CHEMIN     DE SAINTE COLOMBE          
MTE        STE LUCE                   
PLACE      SAINTE LUCE                
TRA        SAINTE LUCE                
CHEMIN     STE PETRONILLE             
CHEMIN     DES SALLES                 
ROUTE      DES SALLES                 
AVENUE     DE LA SANTOLINE            
           PAS DES SARRAZINS          
ALLEE      DES SAULES                 
IMPASSE    DES SAULES                 
REMPART    ROND POINT ROBERT SCHUMAN  
CHEMIN     DE ST PAUL PAR LES SERRES  
AVENUE     DE LA SERRE                
AVENUE     SOUBRAN                    
MTE        SOUS BAOUS                 
ALLEE      SISLEY                     
RUE        SOUS BARRI                 
IMPASSE    SOUS COMBE                 
RUE        SOUTINE                    
MTE        DU SOUVENIR                
ESPACE     DU SOUVENIR FRANCAIS       
AVENUE     DE LA STATION              
IMPASSE    DES STRELITZIAS            
IMPASSE    SUMIANE                    
CHEMIN     DES TAMARIS                
IMPASSE    DES TAMARIS                
MTE        DES TERRASSES              
RUE        THEODORE AUBANEL           
RUE        THIERS                     
RUE        THOMAS EDISON              
ALLEE      DES TILLEULS               
IMPASSE    TOESCA                     
IMPASSE    DE LA TONNELLE             
RUE        TOULOUSE LAUTREC           
IMPASSE    DES TOURTERELLES           
ALLEE      DE LA TRAMONTANE           
CHEMIN     DES TRAVAILS               
CHEMIN     DES TREIZE DAMES           
CHEMIN     DES TROIS PINS             
IMPASSE    DES TROIS PINS             
AVENUE     DES TUILIERES              
RUE        DES TURFISTES              
CHEMIN     DU VAL DE CAGNES           
IMPASSE    DU VAL BLEU                
CHEMIN     DU VAL FLEURI              
AVENUE     VAL EN SOL                 
IMPASSE    DE VAL EN SOL              
CHEMIN     DES VALLIERES              
IMPASSE    DES VALLIERES              
CHEMIN     DU VALLON DES VAUX         
CHEMIN     VAN WIJK                   
ROUTE      DE VENCE                   
AVENUE     DE VERDUN                  
AVENUE     DES VESPINS                
RUE        VICTOR HUGO                
ALLEE      VICTOR VASARELY            
AVENUE     VICTORIA                   
IMPASSE    DE LA VIGNE                
ALLEE      DES VILLAS FLEURIES        
RUE        DE VILLENEUVE              
ALLEE      VIVALDI                    
RUE        DE LA VILLETTE             
AVENUE     DES VIOLETTES              
IMPASSE    VIOLETTES                  
RUE        XAVIER BLANC               
AVENUE     ZIEM                       
           commune :     CAILLE                         departement : ALPES MARITIMES               
LIEU-DIT   L ABREUVOIR                
LIEU-DIT   L ADRECH                   
LIEU-DIT   L ANTRE                    
LIEU-DIT   BAOU-ROUX                  
LIEU-DIT   BEAUME VIERARD             
LIEU-DIT   LES BEAUMES                
LIEU-DIT   LES BOIS EST               
LIEU-DIT   LES BOIS OUEST             
LIEU-DIT   CAMP DE CAVAOU             
LIEU-DIT   CAMP DE CAVAOU ET LA FARRA 
LIEU-DIT   CLOS DE BOURGOGNE          
LIEU-DIT   COLLET DE L ANTRE          
LIEU-DIT   LE COLLET DE L ANTRE       
LIEU-DIT   LES COMBAUDS               
LIEU-DIT   LES COURTILES              
LIEU-DIT   LES COURTILES EST          
LIEU-DIT   LES COURTILES OUEST        
LIEU-DIT   CRA BOUCHER                
LIEU-DIT   LE DEFFEND                 
LIEU-DIT   DOURMIOULE                 
LIEU-DIT   ENTREMUAYE ET L AUPS       
LIEU-DIT   LA FAOUREE                 
LIEU-DIT   FONT BONNE                 
LIEU-DIT   LA GRANDE LONE             
LIEU-DIT   LA GRANDE PIECE            
LIEU-DIT   L HUBAC ET LA FAOUREE      
