20151101
04         ALPES DE HAUTE-PROVENCE       
RUE        DOCTEUR ROMIEU             
CHEMIN     DES DOURBES                
ROUTE      DES DOURBES                
PLACE      DES EAUX CHAUDES           
TRA        DES EAUX CHAUDES           
RUE        DE L ECLIPSE               
RUE        DES EBENISTES              
RUE        EIFFEL                     
RUE        DE L EGALITE               
RUE        DES EGLANTIERS             
TOUR       DE L EGLISE                
PLACE      DE L'EMBOUCHUR DU MARDARIC 
CHEMIN     DES ENFANTS PERDUS         
RUE        DES EPINETTES              
ALLEE      EDOUARD BLERIOT            
RUE        ERNEST ESCLANGON           
CHEMIN     DES ESCLAPES               
CHEMIN     DES ESCOURONS              
RUE        DE L ESPERANCE             
RUE        ESQUICHE COUDE             
RUE        ETIENNE MARTIN             
PLACE      DE L EVECHE                
PLACE      DE LA FABRIQUE             
PLACE      DE LA FARIGOULE            
RUE        DE LA FARIGOULE            
PLACE      FELIX ESCLANGON            
RUE        FERDINAND DE LESSEPS       
RUE        DU FIGUIER                 
RUE        DU GIVRE                   
RUE        FIRMIN GUICHARD            
BOULEVARD  DES FONTAINES              
ALLEE      DES FONTAINIERS            
ROUTE      DES FONTS                  
RUE        DU FOUR                    
MTE        DES FOURCHES               
AVENUE     FRANCOIS CUZIN             
RUE        FRANCOIS SIEYES            
PLACE      DE LA FRATERNITE           
RUE        DE LA FRATERNITE           
RUE        FREDERIC ARNAUD            
PLACE      FREDERIC MISTRAL           
RUE        FREDERIC MISTRAL           
RUE        DES FRERES LUMIERE         
AVENUE     FRONT DE BLEONE            
BOULEVARD  GAMBETTA                   
           LA GARE                    
           LA GARE GAUBERT            
BOULEVARD  GASSENDI                   
BOULEVARD  GASSENDI PROLONGE          
AVENUE     GASTON BOYER               
PLACE      GASTON BOYER               
PLACE      DE LA GAVOTTE              
PLACE      GENERAL DE GAULLE          
AVENUE     MARECHAL LECLERC           
AVENUE     GEORGES POMPIDOU           
AVENUE     GEORGES CLEMENCEAU         
CHEMIN     DE LA GINESTE              
RUE        DE LA GLACIERE             
CHEMIN     DU GRAND JUSTIN            
RUE        DE LA GRANDE GORGE         
RUE        DE LA GRANDE FONTAINE      
RUE        DES GENETS                 
RUE        DU GIVRE                   
PLACE      DE LA GRANDE ETUVE         
CHEMIN     DES GRANGES                
CHEMIN     GRAVAS SIEYES              
CHEMIN     DES GRAVAS                 
IMPASSE    DES GRAVAS                 
REMPART    DE LA GRANDE ARMEE         
IMPASSE    DU GRAND CHENE             
PLACE      GRENETTE                   
RUE        GRENETTE                   
RUE        ROGER GUIGUES              
CHEMIN      DES GRES                  
MTE        GRIMALDI                   
RUE        DES GROGNARDS              
AVENUE     GUTENBERG                  
ALLEE      GUYNEMER                   
CHEMIN     DU GRES                    
RUE        DU GYPSE                   
PLACE      GUYNEMER                   
RUE        HAUTE VILLE                
CHEMIN     DU HAM DES HAUTES SIEYES   
PLACE      HAUTE VILLE                
CHEMIN     DES HAUTES SIEYES          
RUE        HENRI ARNAUD               
RUE        HENRI ARNOUX               
AVENUE     HENRI JAUBERT              
AVENUE     JAUBERT PLEIN SOLEIL       
RUE        ANDRE HONNORAT             
MTE        DE L HOPITAL               
           HOPITAL SPECIALISE DE LA T 
ROUTE      DES HOSTELLERIES           
CHEMIN     DES HOSTELLERIES           
           HOSTELLERIES LES SIEYES    
IMPASSE    HOUDRY                     
RUE        DE L HUBAC                 
IMPASSE    HUGUES AUGUSTE             
AVENUE     DU HUIT MAI                
REMPART    DU HUIT MAI 1945           
CHEMIN     DE L ISCLE DES ABBES       
IMPASSE    DE L ISCLE DES ABBES       
IMPASSE    DES IRIS                   
           LES ISNARDS                
RUE        FRANCOIS JAUSSAUD THORAME  
RUE        JEAN GARCIN                
RUE        JEAN GASPARD GASSEND       
RUE        JEAN DES FIGUES            
RUE        JEAN GIONO                 
RUE        JEAN MOULIN                
RUE        JEAN PIERRE GRANGIER       
RUE        JEU DE PAUME               
RUE        DES JONQUILLES             
RUE        JOSEPH GASSENDY TARTONNE   
PLACE      JOSEPH FONTAINE            
PLACE      JOSEPH ORCESI              
AVENUE     JOSEPH REINACH             
RUE        JUIVERIE                   
RUE        JULES ARNOUX               
RUE        JULES ET ALEXANDRE ARNOUX  
PLACE      DES JUSTES                 
RUE        GABRIEL JULIA              
RUE        JULIEN MEIRIEU             
RUE        JULIEN ROYER               
RUE        KLEIN                      
           LOT CHENAIE SIEYES         
PLACE      DE LA LAICITE              
RUE        DES LAVANDES               
AVENUE     LAURENCE                   
RUE        LEON MARIAUD               
AVENUE     LEONARD DE VINCI           
IMPASSE    LEPINE                     
AVENUE     DU LEVANT                  
RUE        DE LA LIBERTE              
RUE        DES LILAS                  
RUE        LOUISE ESPIE               
TRA        DE LA LUNE                 
RUE        DES FRERES MAHOUDEAUX      
RUE        LE MAIL                    
RUE        DE L ANCIENNE MAIRIE       
PLACE      DE LA MAIRIE               
RUE        MALDONAT                   
RUE        MALDONAT PRIMEVERES        
RUE        MALDONAT TILLEULS          
RUE        MARCEL PAGNOL              
PLACE      DU MARCHE                  
ROUTE      DE MARCOUX                 
AVENUE     DU MAL JUIN                
ROUTE      DE MARSEILLE LE TIVOLI     
RUE        MAURICE FAVIER             
BOULEVARD  MARTIN BRET                
ROUTE      DE MARSEILLE               
RUE        M Z ISNARD                 
CHEMIN     DU MARQUIS                 
RUE        MED LIEUT CHASPOUL         
PLACE      PAUL MEGY                  
RUE        MERE DE DIEU               
ALLEE      MERMOZ                     
PLACE      LOUISE MICHEL              
RUE        MICHEL ANGE                
SENTIER    DU CLOS DU MIDI            
RUE        MINICLAU                   
IMPASSE    MIOLLIS                    
RUE        MIOLLIS                    
RUE        DU MAZET                   
RUE        DES MYOSOTIS               
MTE        DE LA MIELLERIE DE GAUBERT 
PLACE      DU MITAN                   
RUE        DES MOISSONS               
RUE        DES MONGES                 
ALLEE      DE MONSIEUR CYCLOPEDE      
CHEMIN     DE MOUIROUES               
IMPASSE    DU MOULIN                  
CHEMIN     DU MOULIN                  
RUE        DE LA MUTUALITE            
           NAJON                      
N          SIEYES                     
ROUTE      DE NICE                    
RUE        NICEPHORE NIEPCE           
IMPASSE    DES NOISETIERS             
RUE        NOTRE DAME LA BELLE        
IMPASSE    DU NOYER                   
CHEMIN     DE L OBSERVATOIRE          
CHEMIN     DES OLIVIERS               
REMPART    DU ONZE NOVEMBRE           
RUE        DES OLIVIERS               
CHEMIN     DES OLIVETTES              
MTE        DE L ORATOIRE              
RUE        DE L OREE DES ISCLES       
RUE        DE LA PAIX                 
           PALUD SECTION SIEYES       
RUE        DE PANCRACE                
MTE        DES PAPILLONS              
PLACE      PARADIS                    
MTE        DU PARC SAINT BENOIT       
RUE        PARDESSUS                  
RUE        DES PARPAIOUS              
RUE        PASTEUR                    
RUE        PAUL ARENE                 
AVENUE     PAUL MARTIN                
RUE        PAUL ROUIT                 
RUE        DU PEAGE                   
           ESPACE JEAN PERDRIZET      
RUE        DU PERE HUGUES             
PLACE      DE LA PETITE ETUVE         
ALLEE      DES PEUPLIERS              
RUE        DES PEUPLIERS              
PLACE      DU PIC DE COUAR            
PLACE      DU PIC D OISE              
CHEMIN     DE PIED COCU               
PLACE      PIED DE VILLE              
RUE        PIED DE VILLE              
RUE        PIERRE BUILLY              
IMPASSE    PIERRE FRANCOUL            
RUE        MERCADIER                  
RUE        PAUL ROUSTAN               
IMPASSE    DE LA PINEDE               
RUE        PIERRE SEMARD              
CHEMIN     DU PIGEONNIER              
IMPASSE    DES PIVOINES               
           LA PISCINE                 
RPE        DU PLACET                  
PLAN       DE GAUBERT                 
MTE        DES PLAINES                
D          19                         
ROUTE      DU PLAN                    
ROUTE      DU PLAN DE GAUBERT         
AVENUE     DU PLANTAS                 
CHEMIN     DES PLANTIERS              
RUE        DE LA PLATRIERE            
RUELLE     DES PLATRIERS              
           PARKING DU PONT DU SUD     
RUE        PORTE DES BAUMELLES        
RUE        DU PRADAS                  
RUE        DE LA PREFECTURE           
CHEMIN     DES PRES                   
           PLACETTE DU PRE- DE- FOIRE 
CHEMIN     DES PRES DE GAUBERT        
RUE        PRETE A PARTIR             
PTTE       DU PREVOT                  
RUE        DU PREVOT                  
RUE        PRE DE BLEONE              
RUE        DES PRIMEVERES             
MTE        DES PRISONS                
RUE        DE PROVENCE                
IMPASSE    DU PUITS                   
IMPASSE    DES PRUNIERS               
ROUTE      DES QUATRE CHEMINS         
REMPART    DU QUATRE SEPTEMBRE        
CHEMIN     DU RAVIN DE LA PALE        
CHEMIN     DU RAVIN POINTU            
PLACE      RECOLLETS CRS TRIB         
ROUTE      DU RELAIS                  
AVENUE     RENE CASSIN                
PLACE      RENE SGARAVIZZI            
RUE        ED. RICHARD                
RPE        DU ROCHAS                  
RUE        MONTEE DU ROCHER           
PLACE      DES ROMARINS               
PLACE      DE LA REPUBLIQUE           
RUE        DES ROMARINS               
RUE        DES ROSEAUX                
TRA        DES ROSES                  
CHEMIN     DES ROUQUETS               
           LA ROUTE NATIONALE 85      
IMPASSE    DU ROUVEYRET               
CHEMIN     DU ROUVEYRET               
IMPASSE    DU GUE DU ROUVEYRET        
IMPASSE    DES SABLES                 
RUE        SYLVAIN RICHARD            
AVENUE     ST BENOIT                  
MTE        SAINT CHARLES              
           ST CHRISTOPHE SIEYES       
PLACE      ST EXUPERY                 
RUE        SAINT JAUME                
BOULEVARD  ST JEAN CHRYSOSTOME        
RUE        SAINT JEROME               
MTE        SAINT LAZARE               
RUE        DE ROCHEBRUNE              
CHEMIN     DE SAINT MARTIN            
TRA        ST MARTIN                  
RUELLE     SAINT MICHEL               
           TER SAINT PIERRE           
ROUTE      DE SAINT PIERRE            
RUELLE     DE SAINT PIERRE DE GAUBERT 
           ST ROCH SIEYES             
IMPASSE    SAINT SAUVEUR              
AVENUE     DE SAINT VERAN             
RUE        DE SAINT VINCENT           
BOULEVARD  SAINTE DOUCELINE           
CHEMIN     STE THERESE                
PLACE      DE LA SARRIETTE            
RUE        DE LA SARRIETTE            
RUE        DES SAULES                 
CHEMIN     DU SERRE                   
TRA        DES SERRES                 
PLACE      DES SIEYES                 
RUE        JOSEPH PAUL SIMON          
RUE        DU DOCTEUR SIMON PIETRI    
RUE        DU SIRON                   
RUE        DU SOLEIL LEVANT           
RUE        DES SORBIERS               
PLACE      DE LA SOURCE ST AUGUSTIN   
PLACE      DE LA SOURCE MARJORIE      
PLACE      DE LA SOURCE ST ROBERT     
PLACE      DE LA SOURCE DES VERTUS    
BOULEVARD  SOUSTRE                    
SENTIER    DE LA SOURCE ETIENNE       
RUE        SOURCE SAINT GILLES        
AVENUE     DU SOUVENIR FRANCAIS       
CHEMIN     DU STADE JEAN ROLLAND      
RUE        DES TAMARIS                
PLACE      TAMPINET                   
RUE        DU TAMPINET                
RUE        DES TANNEURS               
PLACE      THEODORE AUBANEL           
RUE        THEODULE RIBOT             
AVENUE     DES THERMES                
PLACE      THIERS                     
BOULEVARD  THIERS                     
CHEMIN     DES DEUX TILLEULS          
RUE        DU TIR                     
CHEMIN     DU TIVOLI                  
CHEMIN     DU TOUER                   
RUE        TOUR DE L EGLISE           
RUE        TOUR DES PRISONS           
TRA        DE LA TOUR                 
RUE        DU TRELUS                  
RUE        DU TRIATHLON               
CRS        DU TRIBUNAL                
CRS        TRIBUN PCE RECOLLET        
RUE        DU TRIPLE EFFORT           
PLACE      DES TROIS EVECHES          
IMPASSE    DES TULIPES                
RUE        DE TRUYAS                  
CHEMIN     DE VALADIER                
RUE        DU VALLON DE FARINE        
ALLEE      VAUBAN                     
CHEMIN     DE VAUMET                  
CHEMIN     DE LA VERDOLINE            
AVENUE     DE VERDUN                  
BOULEVARD  VICTOR HUGO                
RUE        VINCENT SCOTTO             
BOULEVARD  V HUGO CENTRE IMPOTS       
RUE        VICTORIN CAMOIN            
CHEMIN     DU VILLAGE DE GAUBERT      
           GAUBERT                    
CHEMIN     DU VILLARD                 
ROUTE      DU VILLARD DES DOURBES     
CHEMIN     DE VILLE CRIS              
RUE        ALBERT VILLEVIEILLE        
IMPASSE    DES VIOLETTES              
           commune :     DRAIX                          departement : ALPES DE HAUTE-PROVENCE       
LIEU-DIT   BELLISSEN                  
LIEU-DIT   BELON                      
LIEU-DIT   BOUISSET                   
LIEU-DIT   LA BUISSIERE               
LIEU-DIT   CHAMP DAMPONS              
LIEU-DIT   CHAMP GRAS                 
LIEU-DIT   CLAPEYRIES                 
LIEU-DIT   COUSSAUDIERE ET LES SELANC 
LIEU-DIT   COUSTELON                  
LIEU-DIT   LE DEFENDS                 
LIEU-DIT   DEFENDS DE LA MOTTE        
LIEU-DIT   FEMAS ET LE SERRE          
LIEU-DIT   GARAGNON                   
LIEU-DIT   GARDIVOUERE                
LIEU-DIT   GARRETE                    
LIEU-DIT   GOUR                       
LIEU-DIT   GROS NOYER                 
LIEU-DIT   LAVAL                      
LIEU-DIT   LA POMMERAIE               
LIEU-DIT   PRE DE FABRE               
LIEU-DIT   PRE DE L EVEQUE            
LIEU-DIT   PRE NEUF                   
LIEU-DIT   RIOU ET COUESSE            
LIEU-DIT   LA ROCHE                   
LIEU-DIT   LA ROUINE                  
LIEU-DIT   SERRE ET LA COUESTE        
LIEU-DIT   THUBER                     
LIEU-DIT   LA THUILIERE ET LE FRIGOUR 
LIEU-DIT   LE THUVE ET L AJAS         
LIEU-DIT   LA TOUR                    
LIEU-DIT   LES VIGNASSES              
LIEU-DIT   LE VILLAGE DRAIX           
LIEU-DIT   VILLE D HERBE ET LAVAL     
           commune :     ENCHASTRAYES                   departement : ALPES DE HAUTE-PROVENCE       
RESIDENCE  LES ALARIS                 
           IMMEUBLE LE CBU            
RESIDENCE  LA CHAMOUSSIERE            
RESIDENCE  LES CHENEVRIERS            
RESIDENCE  LES CIMES                  
RESIDENCE  LA GRANDE CHAUME           
RESIDENCE  LE JARDIN ALPIN            
RESIDENCE  LES MARGUERITES            
RESIDENCE  LES MELEZES                
RESIDENCE  LES MELEZES ROI SOLEIL     
RESIDENCE  LE PERCE NEIGE             
RESIDENCE  LE SOLEIL DES ALPES        
RESIDENCE  LES SOURCES                
RESIDENCE  LE VENTOUX                 
RESIDENCE  L ALP                      
RESIDENCE  LA GRANDE OURSE            
