20151101
94         VAL DE MARNE                  
AVENUE     DU GEN DE GAULLE           
RUE        DU GEN DE LARMINAT         
RUE        DU GAL SARRAIL             
AVENUE     DU GEN PIERRE BILLOTTE     
PLACE      DU GEN PIERRE BILLOTTE     
IMPASSE    DES GENETS                 
SQUARE     GENEVIEVE                  
RUE        GEORGES ENESCO             
AVENUE     GEORGES DUHAMEL            
RUE        GEORGES HARET              
IMPASSE    GEORGES MEDERIC            
RUE        GEORGE SAND                
RUE        GEORGES SEURAT             
VOIE       GEORGES VALLERAY           
RUE        DE LA GOUPILIERE           
RUE        DE GOURCUFF                
RUE        DU GRAND FOSSE             
RUE        GUIGNOUX ANTOINE           
SQUARE     DES GRIFFONS               
RUE        GRANDJEAN                  
PLACE      DU GRAND PAVOIS            
ALLEE      DES GUIBLETS               
RUE        GUYNEMER                   
IMPASSE    DE LA GUYERE               
RUE        GUSTAVE CHARPENTIER        
RUE        GUSTAVE EIFFEL             
RUE        GUY CURAT                  
CHEMIN     DE LA HABETTE              
CHEMIN     DE HALAGE                  
QUAI       DE HALAGE                  
AVENUE     DE LA HABETTE              
PLACE      DE LA HABETTE              
RUE        DE LA HAUTE QUINTE         
VILLA      HELENE                     
RUE        HENRI                      
RUE        HENRI BARBUSSE             
RUE        HENRI DOUCET               
RUE        HENRI CARDINAUD            
RUE        HENRI MATISSE              
IMPASSE    HENRI GEFFROY              
RUE        HENRI KOCH                 
RUE        HENRI MARTRET              
PLACE      HENRI DUNANT               
RUE        HENRI THIRIET              
ALLEE      HENRI LE SIDANER           
RUE        HENRI OREILLER             
RUE        HOCHE                      
CHEMIN     DE L HOPITAL               
           HOPITAL ALBERT CHENEVIER   
           ILE DE LA GUYERE           
RUE        DU 8 MAI 1945              
PROMENADE  DES ITALIENS               
IMPASSE    DE LA GUYERE               
PASSAGE    DE L IMAGE ST MARTIN       
VOIE       JACQUARD                   
SQUARE     JARDIN DES MEROVINGIENS    
RUE        JEAN ESQUIROL              
SQUARE     JEAN ESQUIROL              
IMPASSE    JEAN BAPTISTE CARPEAUX     
AVENUE     JEAN BAPTISTE CHAMPEVAL    
RUE        JEAN GABIN                 
PLACE      JEAN GIRAUDOUX             
ALLEE      JEAN DE LA BRUYERE         
BOULEVARD  JEAN BAPTISTE OUDRY        
RUE        JEAN JAGUIN                
RUE        JEAN JAURES                
RUE        JEAN DE LA FONTAINE        
RUE        JEAN MERMOZ                
RUE        JEAN MOULIN                
RUE        DU JEU DE PAUME            
RUE        JEAN PONCELET              
SQUARE     JEAN PIERRE MARTINEZ       
RUE        JEAN LEMOINE               
ALLEE      JEAN F DE LA PEROUSE       
RUE        JEAN ROSTAND               
BOULEVARD  JOHN KENNEDY               
RUE        DE JOLY                    
ALLEE      DES JONQUILLES             
PLACE      DES JONQUILLES             
AVENUE     JOSEPHINE                  
ALLEE      JOSEPH LALANDE             
ALLEE      J. PRADIER                 
IMPASSE    JULES DALOU                
RUE        JULES MASSENET             
VILLA      JULIETTE                   
RUE        JULES MICHELET             
VOIE       JACQUARD                   
RUE        JULIETTE SAVAR             
RUE        K X ROUSSEL                
RUE        DE KIRYAT YAM              
RUE        DU LAC                     
AVENUE     LAFERRIERE                 
PASSAGE    LA PIE                     
CRS        LAPLAINE                   
RUE        LATERALE                   
PASSAGE    LECOQ                      
PASSAGE    LEMOINE                    
RUE        LEONARD EULER              
RUE        LEOPOLD SURVAGE            
PLACE      DE LA LEVRIERE             
RUE        LIEUTENANT LAFFORGUE       
RUE        DU LIEN DE VILLE           
RUE        LIONEL TERRAY              
RUE        LOUISE                     
RUE        LOUIS BLERIOT              
IMPASSE    LOUIS LE VAU               
RUE        LOUIS MARCOUSSIS           
RUE        MADAME DE SEVIGNE          
RUE        MADELEINE PINGOT           
AVENUE     MAGELLAN                   
AVENUE     DE MAISONS                 
CHEMIN     MAISONS ALFORT A VALENTON  
RUE        DES MALFOURCHES            
AVENUE     DES MARAIS                 
CHEMIN     DES MARAIS                 
IMPASSE    DES MARAIS                 
RUE        MARCEL PROUST              
RUE        MARC SEGUIN                
ALLEE      MARCEL PAGNOL              
ALLEE      DU MARCHE                  
AVENUE     DU MARECHAL FOCH           
PLACE      DU MAL JOFFRE              
AVENUE     MAL DE LATTRE DE TASSIGNY  
AVENUE     DU MAL LYAUTEY             
SQUARE     DES MARGUERITES            
AVENUE     MARIE AMELIE               
VILLA      MARIE BERTHE               
RUE        MARIN LA MESLEE            
AVENUE     DE LA MARNE                
ALLEE      DES MARRONNIERS            
ALLEE      MAURICE ANGOT              
RUE        MAURICE DEMENITROUX        
RUE        MAURICE RAVEL              
RUE        MAURICE UTRILLO            
ALLEE      MAXIMILIEN LUCE            
RUE        DE MAYENNE                 
CHEMIN     DES MECHES                 
RUE        DES MECHES                 
PARC       DES MECHES                 
MAIL       DES MECHES                 
RUE        DE MESLY                   
RUE        MICHEL                     
ALLEE      MICHEL ANGE                
RUE        DES MIMOSAS                
RUE        DES MOELLONS               
RUE        MOLIERE                    
RUE        MONFRAY                    
IMPASSE    MONFRAY                    
BOULEVARD  MONTAIGUT                  
IMPASSE    DES MONTEILLEUX            
ALLEE      MORBRAS                    
RUE        DU MORBRAS                 
CHEMIN     DU MORBRAS                 
RUE        DU MOULIN                  
IMPASSE    DU MOULIN BERSON           
RUE        DU MOULIN BERSON           
RUE        DU MUGUET                  
ALLEE      DES MYOSOTIS               
PLACE      DE NEUFLIZE                
RUE        NEUVE                      
RUE        NICOLAS POUSSIN            
ALLEE      NICOLAS POUSSIN            
RUE        NORMANDIE                  
REMPART    NOTRE AVENIR               
AVENUE     DU NOUVEAU MONDE           
RUE        DE NOVI BEOGRAD            
SQUARE     NOVI BEOGRAD               
IMPASSE    DES NOYERS                 
RUE        DES NOYERS                 
MAIL       DU NOYER HABRU             
RUE        NUNGESSER ET COLI          
ALLEE      MAURICE D OCAGNE           
QUAI       OFFENBACH                  
RUE        OHM                        
ALLEE      OLIVET                     
RUE        OLOF PALME                 
ALLEE      OPHULS                     
RUE        OSMOND                     
RUE        OUDOT                      
BOULEVARD  OUDRY                      
RUE        OCTAVE DU MESNIL           
RUE        ONZE NOVEMBRE 1918         
RUE        DE L ORME SAINT SIMEON     
BOULEVARD  PABLO PICASSO              
PLACE      DU PALAIS                  
RUE        PANIS EUGENE               
RUE        PAPAUME AIMABLE            
RUE        DES PAQUERETTES            
IMPASSE    DU PARADIS                 
RUE        DU PARC                    
RUE        DE PARIS                   
ALLEE      PARMENTIER                 
VILLA      PASTEUR                    
AVENUE     PASTEUR VALERY RADOT       
IMPASSE    PASTEUR VALLERY RADOT      
IMPASSE    PAUL ALBERT BARTHOLDI      
RUE        PAUL CODOS                 
RUE        PAUL DANDOIS               
RUE        PAUL CEZANNE               
RUE        PAUL FRANCOIS AVET         
RUE        PAUL GAUGUIN               
SQUARE     PAUL ELUARD                
SQUARE     PAUL HERVY                 
AVENUE     PAULINE                    
PLACE      DU PETIT BOIS              
RUE        DU PETIT BOIS              
VILLA      PETIT PARC                 
RUE        DU PETIT PRE               
RUE        DE LA PETITE ENFANCE       
RUE        DU PETIT VALLON            
AVENUE     DE PETITES HAIES           
ALLEE      DES PEUPLIERS              
AVENUE     DES PEUPLIERS              
ALLEE      PIERRE PUGET               
RUE        PIERRE MARIVAUX            
ALLEE      PIERRE LAROUSSE            
AVENUE     PIERRE BROSSOLETTE         
RUE        PIERRE LESCOT              
RUE        PIERRE ET MARIE CURIE      
RUE        PIERRON                    
PLACE      PIERRE MENDES FRANCE       
ALLEE      DES PINSONS                
RUE        DES PINSONS                
RUE        DE PLAISANCE               
IMPASSE    DES PLANTES                
AVENUE     DES PLATANES               
RUE        DES PLATRIERES             
RUE        DE LA PLUMERETTE           
RUE        POETE ET SELLIER           
RUE        POIVEZ                     
RUE        DE LA POMME                
AVENUE     POMPADOUR                  
CHEMIN     DE POMPADOUR               
ROUTE      POMPADOUR                  
PLACE      DU PORT                    
RUE        DU PORT                    
PLACE      DE LA PORTE DES CHAMPS     
RUE        DE LA PORTE DES CHAMPS     
RUE        DE LA PORTE DE BRIE        
RUE        DU PORTE DINER             
RUE        DE LA PRAIRIE              
IMPASSE    DU PRE DIMANCHE            
RUE        JACQUES PREVERT            
RUE        DES PRIMEVERES             
ALLEE      DES PRIMEVERES             
VILLA      PRINTEMPS                  
SQUARE     DES PRUNUS                 
RUE        DU PUITS GEORGET           
RUE        DE LA RAMPE                
RUE        RAYMOND POINCARE           
RUE        REFUGNIKS                  
RUE        DE REIMS                   
AVENUE     DE LA REINE BLANCHE        
RUE        RENARD                     
RUE        RENE ARCOS                 
PLACE      RESISTANCE ET DEPORTATION  
AVENUE     DE LA REPUBLIQUE           
RUE        ROBERT DELAUNAY            
RUE        ROBERT LEGEAY              
ALLEE      DES ROCHERS                
SQUARE     ROGER LABORIE              
RUE        ROSA BONHEUR               
RUE        SABOLY                     
RUE        SALACROU                   
RUE        SAMAIN                     
RUE        SANDEAU                    
RUE        DU SAMARITAIN              
ALLEE      DE LA SALAMANDRE           
RUE        DES SARRAZINS              
ALLEE      DES SAULES                 
MAIL       SALZGITTER                 
PASSAGE    SAILLENFAIT                
RUE        SALENGRO                   
PLACE      SALVADOR ALLENDE           
RUE        SAND                       
RUE        SARTRE                     
RUE        SAVIGNAT                   
RUE        SATIE                      
RUE        DES SARRAZINS              
RUE        SCHOELCHER                 
RUE        SCHUMANN                   
RUE        SAUSSURE                   
MAIL       SAUSSURE                   
VILLA      SEBASTIEN                  
RUE        SEBASTIEN ERARD            
RUE        SEJOURNE                   
RUE        DU SENTIER DES ATTRIPES    
RUE        DU SERGENT BOBILLOT        
ALLEE      DE LA SIRENE               
RUE        SAINT CHRISTOPHE           
RUE        SAINT ELOI                 
RUE        SAINT EXUPERY              
RUE        SAINT GEORGES              
ALLEE      ST LOUIS                   
RUE        SAINT SIMON                
VILLA      SAINT SIMON                
AVENUE     SAINTE MARIE               
MAIL       SANTA MARIA                
VILLA      DU SERGENT BOBILLOT        
PLACE      DU SEXTANT                 
RUE        SIMENON                    
SQUARE     SIMONE LABADIE             
RUE        SINCLAIR                   
RUE        SODDY                      
ALLEE      DES SORBIERS               
MAIL       DU SOURCIER                
SENTIER    DES SORBIERS               
AVENUE     SULLY                      
ALLEE      DES TAMARIS                
RUE        DE LA TERRASSE             
IMPASSE    DES TILLEULS               
IMPASSE    DES TIMONS                 
RUE        TIRARD                     
ALLEE      DE LA TOISON D OR          
ALLEE      TRISTAN BERNARD            
RUE        THOMAS EDISON              
ALLEE      DES TROENES                
PASSAGE    DES UZELLES                
AVENUE     DES UZELLES                
CHEMIN     DE VALENTON                
RUE        VINCENT VAN GOGH           
RUE        DE VALENTON                
AVENUE     DE VERDUN                  
CHEMIN     VERT DES MECHES            
IMPASSE    VEUVE ERNEST MERCIER       
RUE        VIET                       
RUE        DES VIEUX BASSINS          
RUE        DU VIEUX CHEMIN            
AVENUE     DU VIEUX MOULIN            
RUE        DES VIGNES                 
CHEMIN     DE VILLENEUVE ST GEORGES   
RUE        VINCENT D INDY             
RUE        DES VIOLETTES              
RUE        VIRGINIE                   
ALLEE      WOLFGANG MOZART            
